Conformation_ID,PSA
1,163.77
2,166.38
3,160.45
4,154.12
5,162.82
6,169.09
7,177.15
8,167.23
9,156.56
10,168.72
11,217.61
12,170.62
13,172.33
14,164.77
15,162.64
16,161.36
17,152.85
18,160.35
19,154.98
20,160.71
21,158.34
22,217.28
23,167.03
24,156.94
25,156.27
26,168.66
27,170.01
28,170.11
29,221.44
30,224.10
31,231.67
32,231.32
33,216.62
34,225.59
35,231.38
36,225.14
37,214.74
38,227.25
39,235.38
40,231.98
41,218.81
42,255.47
43,266.10
44,229.21
45,222.93
46,236.21
47,226.30
48,207.39
49,223.42
50,224.18
51,224.73
52,227.04
53,230.89
54,241.21
55,220.75
56,219.49
57,218.83
58,228.88
59,215.99
60,213.75
61,222.73
62,209.81
63,220.73
64,217.69
65,229.97
66,231.57
67,224.12
68,214.42
69,227.38
70,216.62
71,214.21
72,213.39
73,221.57
74,229.86
75,218.25
76,242.02
77,226.20
78,209.70
79,199.49
80,197.98
81,205.87
82,202.99
83,196.27
84,193.41
85,182.64
86,190.23
87,207.84
88,189.27
89,184.71
90,193.50
91,192.13
92,206.55
93,198.60
94,199.40
95,211.37
96,205.71
97,218.60
98,229.00
99,223.07
100,183.64
101,198.21
102,170.16
103,214.29
104,212.33
105,200.58
106,199.26
107,164.57
108,177.92
109,185.45
110,177.42
111,154.97
112,199.23
113,194.33
114,216.00
115,204.86
116,172.95
117,185.87
118,169.33
119,158.97
120,172.28
121,167.70
122,166.51
123,158.50
124,162.42
125,214.53
126,150.44
127,172.63
128,177.53
129,164.07
130,169.79
131,168.65
132,166.26
133,169.80
134,151.17
135,166.40
136,142.59
137,163.07
138,157.46
139,153.52
140,162.00
141,166.90
142,164.94
143,165.64
144,164.55
145,166.68
146,146.83
147,139.57
148,151.78
149,153.12
150,158.61
151,158.67
152,167.25
153,161.91
154,170.88
155,162.74
156,175.11
157,154.18
158,176.67
159,162.46
160,169.76
161,156.63
162,171.58
163,161.39
164,158.51
165,174.72
166,169.58
167,168.88
168,165.86
169,165.69
170,160.75
171,161.35
172,172.28
173,162.65
174,176.47
175,175.69
176,169.58
177,168.49
178,146.08
179,168.45
180,145.56
181,145.21
182,159.65
183,170.22
184,173.36
185,168.70
186,168.54
187,175.05
188,168.70
189,173.17
190,135.18
191,159.55
192,168.75
193,165.99
194,168.85
195,184.71
196,169.24
197,169.62
198,166.67
199,184.97
200,155.63
201,159.15
202,166.72
203,156.00
204,167.87
205,161.02
206,167.95
207,192.35
208,148.91
209,174.91
210,163.53
211,172.91
212,160.56
213,162.19
214,161.85
215,162.63
216,158.80
217,164.78
218,160.17
219,164.65
220,162.58
221,168.98
222,163.30
223,160.05
224,157.64
225,160.32
226,162.69
227,176.90
228,157.62
229,159.69
230,157.01
231,159.60
232,177.34
233,170.64
234,149.72
235,147.42
236,169.09
237,175.78
238,128.88
239,170.92
240,174.28
241,169.92
242,164.25
243,170.47
244,170.19
245,167.67
246,172.71
247,169.80
248,174.41
249,150.57
250,146.28
251,148.55
252,159.46
253,154.68
254,146.81
255,155.97
256,164.26
257,177.53
258,156.50
259,162.86
260,171.90
261,172.56
262,176.45
263,162.58
264,171.60
265,162.24
266,157.69
267,142.98
268,144.89
269,150.44
270,158.17
271,163.87
