Conformation_ID,Num_IMHB,IMHB_Pairs
1,2,"[(81, 16), (85, 21)]"
2,2,"[(81, 16), (85, 21)]"
3,2,"[(81, 16), (85, 21)]"
4,2,"[(81, 16), (85, 21)]"
5,1,"[(85, 21)]"
6,2,"[(81, 16), (85, 21)]"
7,1,"[(85, 21)]"
8,2,"[(81, 16), (85, 21)]"
9,1,"[(85, 21)]"
10,2,"[(81, 16), (85, 21)]"
11,2,"[(81, 16), (85, 21)]"
12,2,"[(81, 16), (85, 21)]"
13,2,"[(81, 16), (85, 21)]"
14,2,"[(81, 16), (85, 21)]"
15,2,"[(81, 16), (85, 21)]"
16,2,"[(81, 16), (85, 21)]"
17,2,"[(81, 16), (85, 21)]"
18,2,"[(81, 16), (85, 21)]"
19,2,"[(81, 16), (85, 21)]"
20,2,"[(81, 16), (85, 21)]"
21,2,"[(81, 16), (85, 21)]"
22,2,"[(81, 16), (85, 21)]"
23,2,"[(81, 16), (85, 21)]"
24,2,"[(81, 16), (85, 21)]"
25,2,"[(81, 16), (85, 21)]"
26,2,"[(81, 16), (85, 21)]"
27,2,"[(81, 16), (85, 21)]"
28,2,"[(81, 16), (85, 21)]"
29,2,"[(81, 16), (85, 21)]"
30,2,"[(81, 16), (85, 21)]"
31,2,"[(81, 16), (85, 21)]"
32,2,"[(81, 16), (85, 21)]"
33,2,"[(81, 16), (85, 21)]"
34,2,"[(81, 16), (85, 21)]"
35,2,"[(81, 16), (85, 21)]"
36,1,"[(81, 16)]"
37,1,"[(81, 16)]"
38,2,"[(81, 16), (85, 21)]"
39,2,"[(81, 16), (85, 21)]"
40,2,"[(81, 16), (85, 21)]"
41,2,"[(81, 16), (85, 21)]"
42,2,"[(81, 16), (85, 21)]"
43,2,"[(81, 16), (85, 21)]"
44,1,"[(85, 21)]"
45,2,"[(81, 16), (85, 21)]"
46,2,"[(81, 16), (85, 21)]"
47,2,"[(81, 16), (85, 21)]"
48,1,"[(81, 16)]"
49,2,"[(81, 16), (85, 21)]"
50,2,"[(81, 16), (85, 21)]"
51,2,"[(81, 16), (85, 21)]"
52,2,"[(81, 16), (85, 21)]"
53,2,"[(81, 16), (85, 21)]"
54,2,"[(81, 16), (85, 21)]"
55,2,"[(81, 16), (85, 21)]"
56,2,"[(81, 16), (85, 21)]"
57,2,"[(81, 16), (85, 21)]"
58,2,"[(81, 16), (85, 21)]"
59,1,"[(81, 16)]"
60,2,"[(81, 16), (85, 21)]"
61,2,"[(81, 16), (85, 21)]"
62,2,"[(81, 16), (85, 21)]"
63,2,"[(81, 16), (85, 21)]"
64,2,"[(81, 16), (85, 21)]"
65,2,"[(81, 16), (85, 21)]"
66,2,"[(81, 16), (85, 21)]"
67,2,"[(81, 16), (85, 21)]"
68,2,"[(81, 16), (85, 21)]"
69,2,"[(81, 16), (85, 21)]"
70,1,"[(81, 16)]"
71,2,"[(81, 16), (85, 21)]"
72,2,"[(81, 16), (85, 21)]"
73,2,"[(81, 16), (85, 21)]"
74,2,"[(81, 16), (85, 21)]"
75,2,"[(81, 16), (85, 21)]"
76,2,"[(81, 16), (85, 21)]"
77,2,"[(81, 16), (85, 21)]"
78,2,"[(81, 16), (85, 21)]"
79,2,"[(81, 16), (85, 21)]"
80,2,"[(81, 16), (85, 21)]"
81,1,"[(81, 16)]"
82,2,"[(81, 16), (85, 21)]"
83,2,"[(81, 16), (85, 21)]"
84,2,"[(81, 16), (85, 21)]"
85,2,"[(81, 16), (85, 21)]"
86,2,"[(81, 16), (85, 21)]"
87,2,"[(81, 16), (85, 21)]"
88,2,"[(81, 16), (85, 21)]"
89,2,"[(81, 16), (85, 21)]"
90,2,"[(81, 16), (85, 21)]"
91,2,"[(81, 16), (85, 21)]"
92,1,"[(81, 16)]"
93,2,"[(81, 16), (85, 21)]"
94,2,"[(81, 16), (85, 21)]"
95,2,"[(81, 16), (85, 21)]"
96,2,"[(81, 16), (85, 21)]"
97,2,"[(81, 16), (85, 21)]"
98,2,"[(81, 16), (85, 21)]"
99,2,"[(81, 16), (85, 21)]"
100,2,"[(81, 16), (85, 21)]"
101,2,"[(81, 16), (85, 21)]"
102,2,"[(81, 16), (85, 21)]"
103,1,"[(81, 16)]"
104,2,"[(81, 16), (85, 21)]"
105,2,"[(81, 16), (85, 21)]"
106,2,"[(81, 16), (85, 21)]"
107,2,"[(81, 16), (85, 21)]"
108,2,"[(81, 16), (85, 21)]"
109,2,"[(81, 16), (85, 21)]"
110,2,"[(81, 16), (85, 21)]"
111,2,"[(81, 16), (85, 21)]"
112,2,"[(81, 16), (85, 21)]"
113,2,"[(81, 16), (85, 21)]"
114,1,"[(81, 16)]"
115,2,"[(81, 16), (85, 21)]"
116,2,"[(81, 16), (85, 21)]"
117,2,"[(81, 16), (85, 21)]"
118,2,"[(81, 16), (85, 21)]"
119,2,"[(81, 16), (85, 21)]"
120,2,"[(81, 16), (85, 21)]"
121,2,"[(81, 16), (85, 21)]"
122,2,"[(81, 16), (85, 21)]"
123,2,"[(81, 16), (85, 21)]"
124,2,"[(81, 16), (85, 21)]"
125,1,"[(81, 16)]"
126,1,"[(81, 16)]"
127,2,"[(81, 16), (89, 56)]"
128,2,"[(81, 16), (85, 21)]"
129,2,"[(81, 16), (85, 21)]"
130,2,"[(81, 16), (85, 21)]"
131,2,"[(81, 16), (85, 21)]"
132,2,"[(81, 16), (85, 21)]"
133,2,"[(81, 16), (85, 21)]"
134,2,"[(81, 16), (85, 21)]"
135,2,"[(81, 16), (85, 21)]"
136,2,"[(81, 16), (85, 21)]"
137,2,"[(81, 16), (85, 21)]"
138,2,"[(81, 16), (85, 21)]"
139,3,"[(81, 16), (85, 21), (89, 56)]"
140,2,"[(81, 16), (85, 21)]"
141,2,"[(81, 16), (89, 56)]"
142,1,"[(81, 16)]"
143,2,"[(81, 16), (85, 21)]"
144,2,"[(81, 16), (85, 21)]"
145,2,"[(81, 16), (85, 21)]"
146,2,"[(81, 16), (85, 21)]"
147,2,"[(81, 16), (85, 21)]"
148,2,"[(81, 16), (85, 21)]"
149,3,"[(81, 16), (85, 21), (89, 56)]"
150,2,"[(81, 16), (85, 21)]"
151,2,"[(81, 16), (85, 21)]"
152,2,"[(81, 16), (85, 21)]"
153,1,"[(85, 21)]"
154,1,"[(81, 16)]"
155,1,"[(81, 16)]"
156,2,"[(81, 16), (85, 21)]"
157,2,"[(81, 16), (85, 21)]"
158,1,"[(81, 16)]"
159,2,"[(81, 16), (85, 21)]"
160,1,"[(81, 16)]"
161,1,"[(81, 16)]"
162,2,"[(81, 16), (85, 21)]"
163,1,"[(81, 16)]"
164,1,"[(81, 16)]"
165,1,"[(81, 16)]"
166,1,"[(81, 16)]"
167,1,"[(81, 16)]"
168,1,"[(81, 16)]"
169,1,"[(81, 16)]"
170,1,"[(81, 16)]"
171,1,"[(81, 16)]"
172,1,"[(81, 16)]"
173,2,"[(81, 16), (85, 21)]"
174,1,"[(81, 16)]"
175,1,"[(81, 16)]"
176,1,"[(81, 16)]"
177,1,"[(81, 16)]"
178,1,"[(81, 16)]"
179,2,"[(81, 16), (85, 21)]"
180,2,"[(81, 16), (85, 21)]"
181,2,"[(81, 16), (85, 21)]"
182,1,"[(81, 16)]"
183,2,"[(81, 16), (85, 21)]"
184,1,"[(81, 16)]"
185,2,"[(81, 16), (85, 21)]"
186,2,"[(81, 16), (85, 21)]"
187,1,"[(81, 16)]"
188,1,"[(81, 16)]"
189,1,"[(81, 16)]"
190,1,"[(81, 16)]"
191,1,"[(81, 16)]"
192,1,"[(81, 16)]"
193,1,"[(81, 16)]"
194,1,"[(81, 16)]"
195,2,"[(81, 16), (85, 21)]"
196,1,"[(81, 16)]"
197,2,"[(81, 16), (89, 56)]"
198,1,"[(81, 16)]"
199,2,"[(81, 16), (89, 55)]"
200,1,"[(81, 16)]"
201,2,"[(81, 16), (85, 21)]"
202,2,"[(81, 16), (85, 21)]"
203,1,"[(81, 16)]"
204,2,"[(81, 16), (85, 21)]"
205,2,"[(81, 16), (85, 21)]"
206,2,"[(81, 16), (85, 21)]"
207,2,"[(81, 16), (85, 21)]"
208,1,"[(85, 21)]"
209,2,"[(81, 16), (85, 21)]"
210,2,"[(81, 16), (85, 21)]"
211,2,"[(81, 16), (85, 21)]"
212,3,"[(81, 16), (85, 21), (89, 55)]"
213,2,"[(81, 16), (85, 21)]"
214,2,"[(81, 16), (89, 55)]"
215,2,"[(81, 16), (85, 21)]"
216,2,"[(81, 16), (85, 21)]"
217,2,"[(81, 16), (85, 21)]"
218,2,"[(81, 16), (89, 55)]"
219,2,"[(81, 16), (85, 21)]"
220,2,"[(81, 16), (89, 55)]"
221,2,"[(81, 16), (85, 21)]"
222,2,"[(81, 16), (85, 21)]"
223,2,"[(81, 16), (89, 55)]"
224,2,"[(81, 16), (85, 21)]"
225,3,"[(81, 16), (85, 21), (89, 56)]"
226,3,"[(81, 16), (85, 21), (89, 56)]"
227,2,"[(81, 16), (89, 56)]"
228,2,"[(81, 16), (89, 56)]"
229,2,"[(81, 16), (89, 56)]"
230,2,"[(81, 16), (85, 21)]"
231,2,"[(81, 16), (89, 56)]"
232,2,"[(81, 16), (89, 56)]"
233,2,"[(81, 16), (89, 56)]"
234,2,"[(81, 16), (85, 21)]"
235,3,"[(81, 16), (85, 21), (89, 56)]"
236,3,"[(81, 16), (85, 21), (102, 56)]"
237,2,"[(81, 16), (85, 21)]"
238,2,"[(81, 16), (85, 21)]"
239,2,"[(81, 16), (85, 21)]"
240,2,"[(81, 16), (85, 21)]"
241,2,"[(81, 16), (85, 21)]"
242,2,"[(81, 16), (85, 21)]"
243,1,"[(85, 21)]"
244,2,"[(81, 16), (85, 21)]"
245,2,"[(81, 16), (85, 21)]"
246,2,"[(81, 16), (85, 21)]"
247,2,"[(81, 16), (85, 21)]"
248,2,"[(85, 21), (89, 56)]"
249,2,"[(81, 16), (85, 21)]"
250,1,"[(81, 16)]"
251,2,"[(81, 16), (85, 21)]"
252,2,"[(81, 16), (85, 21)]"
253,2,"[(81, 16), (85, 21)]"
254,2,"[(81, 16), (85, 21)]"
255,1,"[(81, 16)]"
256,2,"[(81, 16), (85, 21)]"
257,2,"[(81, 16), (85, 21)]"
258,2,"[(81, 16), (85, 21)]"
259,2,"[(81, 16), (85, 21)]"
260,2,"[(81, 16), (89, 55)]"
261,2,"[(81, 16), (85, 21)]"
262,2,"[(81, 16), (85, 21)]"
263,2,"[(81, 16), (89, 55)]"
264,2,"[(81, 16), (85, 21)]"
265,2,"[(81, 16), (85, 21)]"
266,1,"[(81, 16)]"
267,2,"[(81, 16), (89, 55)]"
268,2,"[(81, 16), (89, 55)]"
269,2,"[(81, 16), (85, 21)]"
270,1,"[(81, 16)]"
271,1,"[(81, 16)]"
272,2,"[(81, 16), (85, 21)]"
273,2,"[(81, 16), (85, 21)]"
274,2,"[(81, 16), (85, 21)]"
275,1,"[(81, 16)]"
276,1,"[(81, 16)]"
277,2,"[(81, 16), (85, 21)]"
278,2,"[(81, 16), (85, 21)]"
279,2,"[(81, 16), (85, 21)]"
280,2,"[(81, 16), (85, 21)]"
281,2,"[(81, 16), (85, 21)]"
282,2,"[(81, 16), (85, 21)]"
283,2,"[(81, 16), (85, 21)]"
284,2,"[(81, 16), (85, 21)]"
285,2,"[(81, 16), (85, 21)]"
286,2,"[(81, 16), (85, 21)]"
287,2,"[(81, 16), (85, 21)]"
288,2,"[(81, 16), (85, 21)]"
289,2,"[(81, 16), (85, 21)]"
290,2,"[(81, 16), (85, 21)]"
291,2,"[(81, 16), (85, 21)]"
292,2,"[(81, 16), (89, 56)]"
293,2,"[(81, 16), (85, 21)]"
294,2,"[(81, 16), (85, 21)]"
295,2,"[(81, 16), (89, 56)]"
296,3,"[(81, 16), (85, 21), (89, 56)]"
297,2,"[(81, 16), (85, 21)]"
298,2,"[(81, 16), (85, 21)]"
299,2,"[(81, 16), (85, 21)]"
300,2,"[(81, 16), (89, 56)]"
