Conformation_ID,Num_IMHB,IMHB_Pairs
1,2,"[(80, 20), (100, 32)]"
2,3,"[(80, 20), (100, 32), (104, 24)]"
3,2,"[(80, 20), (100, 32)]"
4,3,"[(80, 20), (100, 32), (104, 24)]"
5,2,"[(80, 20), (100, 32)]"
6,3,"[(80, 20), (100, 32), (104, 24)]"
7,3,"[(80, 20), (100, 32), (104, 24)]"
8,2,"[(80, 20), (100, 32)]"
9,3,"[(80, 20), (100, 32), (104, 24)]"
10,3,"[(80, 20), (100, 32), (104, 24)]"
11,2,"[(100, 32), (104, 24)]"
12,3,"[(80, 20), (100, 32), (104, 24)]"
13,3,"[(80, 20), (100, 32), (104, 24)]"
14,3,"[(80, 20), (100, 32), (104, 24)]"
15,3,"[(80, 20), (100, 32), (104, 24)]"
16,2,"[(80, 20), (100, 32)]"
17,3,"[(80, 20), (100, 32), (104, 24)]"
18,3,"[(80, 20), (100, 32), (104, 24)]"
19,3,"[(80, 20), (100, 32), (104, 24)]"
20,3,"[(80, 20), (100, 32), (104, 24)]"
21,3,"[(80, 20), (100, 32), (104, 24)]"
22,2,"[(100, 32), (104, 24)]"
23,3,"[(80, 20), (100, 32), (104, 24)]"
24,3,"[(80, 20), (100, 32), (104, 24)]"
25,3,"[(80, 20), (100, 32), (104, 24)]"
26,3,"[(80, 20), (100, 32), (104, 24)]"
27,3,"[(80, 20), (100, 32), (104, 24)]"
28,3,"[(80, 20), (100, 32), (104, 24)]"
29,2,"[(100, 32), (104, 24)]"
30,3,"[(80, 14), (100, 32), (104, 24)]"
31,3,"[(95, 14), (100, 32), (104, 24)]"
32,4,"[(80, 14), (95, 14), (100, 32), (104, 24)]"
33,3,"[(95, 14), (100, 32), (104, 24)]"
34,4,"[(80, 14), (95, 14), (100, 32), (104, 24)]"
35,3,"[(80, 14), (100, 32), (104, 24)]"
36,3,"[(80, 14), (100, 32), (104, 24)]"
37,2,"[(100, 32), (104, 24)]"
38,2,"[(100, 32), (104, 24)]"
39,3,"[(80, 14), (100, 32), (104, 24)]"
40,2,"[(100, 32), (104, 24)]"
41,2,"[(100, 32), (104, 24)]"
42,2,"[(100, 32), (104, 24)]"
43,2,"[(100, 32), (104, 24)]"
44,2,"[(100, 32), (104, 24)]"
45,2,"[(100, 32), (104, 24)]"
46,2,"[(100, 32), (104, 24)]"
47,2,"[(100, 32), (104, 24)]"
48,2,"[(100, 32), (104, 24)]"
49,2,"[(100, 32), (104, 24)]"
50,2,"[(100, 32), (104, 24)]"
51,2,"[(100, 32), (104, 24)]"
52,2,"[(100, 32), (104, 24)]"
53,2,"[(100, 32), (104, 24)]"
54,3,"[(95, 14), (100, 32), (104, 24)]"
55,3,"[(95, 14), (100, 32), (104, 24)]"
56,3,"[(95, 14), (100, 32), (104, 24)]"
57,3,"[(95, 14), (100, 32), (104, 24)]"
58,3,"[(95, 14), (100, 32), (104, 24)]"
59,2,"[(100, 32), (104, 24)]"
60,3,"[(95, 14), (100, 32), (104, 24)]"
61,2,"[(100, 32), (104, 24)]"
62,3,"[(80, 14), (100, 32), (104, 24)]"
63,3,"[(95, 14), (100, 32), (104, 24)]"
64,3,"[(95, 14), (100, 32), (104, 24)]"
65,3,"[(95, 14), (100, 32), (104, 24)]"
66,2,"[(100, 32), (104, 24)]"
67,2,"[(100, 32), (104, 24)]"
68,2,"[(100, 32), (104, 24)]"
69,2,"[(100, 32), (104, 24)]"
70,2,"[(100, 32), (104, 24)]"
71,2,"[(100, 32), (104, 24)]"
72,2,"[(100, 32), (104, 24)]"
73,2,"[(100, 32), (104, 24)]"
74,2,"[(100, 32), (104, 24)]"
75,2,"[(100, 32), (104, 24)]"
76,2,"[(100, 32), (104, 24)]"
77,3,"[(80, 14), (100, 32), (104, 24)]"
78,3,"[(80, 14), (100, 32), (104, 24)]"
79,3,"[(80, 14), (100, 32), (104, 24)]"
80,3,"[(80, 14), (100, 32), (104, 24)]"
81,2,"[(100, 32), (104, 24)]"
82,3,"[(80, 14), (100, 32), (104, 24)]"
83,3,"[(80, 14), (100, 32), (104, 24)]"
84,3,"[(80, 14), (100, 32), (104, 24)]"
85,3,"[(80, 14), (100, 32), (104, 24)]"
86,3,"[(80, 14), (100, 32), (104, 24)]"
87,3,"[(80, 14), (100, 32), (104, 24)]"
88,3,"[(80, 14), (100, 32), (104, 24)]"
89,3,"[(80, 14), (100, 32), (104, 24)]"
