Conformation_ID,Num_IMHB,IMHB_Pairs
1,1,"[(84, 42)]"
2,1,"[(84, 42)]"
3,1,"[(84, 42)]"
4,1,"[(84, 42)]"
5,1,"[(84, 42)]"
6,1,"[(84, 42)]"
7,1,"[(84, 42)]"
8,0,[]
9,0,[]
10,0,[]
11,1,"[(79, 23)]"
12,0,[]
13,1,"[(84, 42)]"
14,1,"[(84, 42)]"
15,0,[]
16,1,"[(84, 42)]"
17,0,[]
18,1,"[(84, 42)]"
19,2,"[(79, 23), (84, 42)]"
20,1,"[(84, 42)]"
21,2,"[(79, 23), (84, 42)]"
22,1,"[(79, 23)]"
23,1,"[(84, 42)]"
24,2,"[(79, 23), (84, 42)]"
25,2,"[(79, 23), (84, 42)]"
26,1,"[(84, 42)]"
27,2,"[(79, 23), (84, 42)]"
28,2,"[(79, 23), (84, 42)]"
29,1,"[(79, 23)]"
30,1,"[(79, 23)]"
31,1,"[(79, 23)]"
32,1,"[(79, 23)]"
33,1,"[(79, 23)]"
34,0,[]
35,0,[]
36,0,[]
37,1,"[(79, 23)]"
38,0,[]
39,0,[]
40,0,[]
41,0,[]
42,0,[]
43,0,[]
44,0,[]
45,0,[]
46,1,"[(79, 23)]"
47,2,"[(79, 23), (88, 29)]"
48,1,"[(79, 23)]"
49,1,"[(79, 23)]"
50,1,"[(79, 23)]"
51,0,[]
52,0,[]
53,1,"[(79, 23)]"
54,1,"[(79, 23)]"
55,1,"[(79, 23)]"
56,0,[]
57,0,[]
58,0,[]
59,1,"[(79, 23)]"
60,1,"[(79, 23)]"
61,0,[]
62,1,"[(79, 23)]"
63,2,"[(79, 23), (84, 42)]"
64,1,"[(84, 42)]"
65,2,"[(79, 23), (84, 42)]"
66,2,"[(79, 23), (84, 42)]"
67,2,"[(79, 23), (84, 42)]"
68,2,"[(79, 23), (84, 42)]"
69,2,"[(79, 35), (84, 42)]"
70,1,"[(79, 23)]"
71,1,"[(84, 42)]"
72,2,"[(79, 35), (84, 42)]"
73,1,"[(79, 35)]"
74,2,"[(79, 35), (84, 42)]"
75,2,"[(79, 35), (84, 42)]"
76,2,"[(79, 23), (84, 42)]"
77,0,[]
78,2,"[(79, 23), (84, 42)]"
79,2,"[(79, 35), (84, 42)]"
80,2,"[(79, 23), (84, 42)]"
81,1,"[(79, 23)]"
82,1,"[(84, 42)]"
83,2,"[(79, 23), (84, 42)]"
84,1,"[(84, 42)]"
85,1,"[(84, 42)]"
86,1,"[(84, 42)]"
87,1,"[(79, 35)]"
88,1,"[(79, 35)]"
89,1,"[(79, 35)]"
90,2,"[(79, 35), (84, 42)]"
91,1,"[(84, 42)]"
92,1,"[(79, 23)]"
93,1,"[(84, 42)]"
94,1,"[(84, 42)]"
95,1,"[(84, 42)]"
96,1,"[(84, 42)]"
97,1,"[(84, 42)]"
98,0,[]
99,1,"[(84, 42)]"
100,1,"[(84, 42)]"
101,1,"[(84, 42)]"
102,1,"[(84, 42)]"
103,1,"[(79, 23)]"
104,1,"[(84, 42)]"
105,1,"[(84, 42)]"
106,1,"[(84, 42)]"
107,1,"[(84, 42)]"
108,2,"[(84, 42), (88, 29)]"
109,1,"[(84, 42)]"
110,1,"[(84, 42)]"
111,1,"[(84, 42)]"
112,1,"[(84, 42)]"
113,1,"[(84, 42)]"
114,1,"[(79, 23)]"
115,1,"[(84, 42)]"
116,1,"[(84, 42)]"
117,0,[]
118,0,[]
119,1,"[(84, 42)]"
120,1,"[(84, 42)]"
121,1,"[(84, 42)]"
122,1,"[(84, 42)]"
123,1,"[(88, 29)]"
124,1,"[(84, 42)]"
125,1,"[(79, 23)]"
126,2,"[(79, 23), (84, 42)]"
127,2,"[(79, 23), (84, 42)]"
128,2,"[(79, 23), (84, 42)]"
129,1,"[(79, 23)]"
130,2,"[(79, 23), (84, 42)]"
131,2,"[(79, 23), (84, 42)]"
132,1,"[(84, 42)]"
133,1,"[(84, 42)]"
134,1,"[(84, 42)]"
135,1,"[(84, 42)]"
136,2,"[(79, 23), (84, 42)]"
137,1,"[(84, 42)]"
138,1,"[(84, 42)]"
139,1,"[(84, 42)]"
140,1,"[(84, 42)]"
141,1,"[(84, 42)]"
142,1,"[(84, 42)]"
143,2,"[(79, 23), (84, 42)]"
144,2,"[(79, 23), (84, 42)]"
145,2,"[(79, 23), (84, 42)]"
