Conformation_ID,Num_IMHB,IMHB_Pairs
1,3,"[(74, 59), (105, 49), (109, 41)]"
2,3,"[(74, 59), (105, 49), (109, 41)]"
3,3,"[(74, 59), (105, 49), (109, 41)]"
4,3,"[(74, 59), (105, 49), (109, 41)]"
5,3,"[(74, 59), (105, 49), (109, 41)]"
6,3,"[(74, 59), (105, 49), (109, 41)]"
7,3,"[(74, 59), (105, 49), (109, 41)]"
8,3,"[(74, 59), (105, 49), (109, 41)]"
9,3,"[(74, 59), (105, 49), (109, 41)]"
10,3,"[(74, 59), (105, 49), (109, 41)]"
11,2,"[(105, 49), (109, 41)]"
12,3,"[(74, 59), (105, 49), (109, 41)]"
13,3,"[(74, 59), (105, 49), (109, 41)]"
14,3,"[(74, 59), (105, 49), (109, 41)]"
15,3,"[(74, 59), (105, 49), (109, 41)]"
16,3,"[(74, 59), (105, 49), (109, 41)]"
17,3,"[(74, 59), (105, 49), (109, 41)]"
18,3,"[(74, 59), (105, 49), (109, 41)]"
19,3,"[(74, 59), (105, 49), (109, 41)]"
20,3,"[(74, 59), (105, 49), (109, 41)]"
21,3,"[(74, 59), (105, 49), (109, 41)]"
22,2,"[(105, 49), (109, 41)]"
23,3,"[(74, 59), (105, 49), (109, 41)]"
24,3,"[(74, 59), (105, 49), (109, 41)]"
25,3,"[(74, 59), (105, 49), (109, 41)]"
26,2,"[(74, 59), (109, 41)]"
27,2,"[(105, 49), (109, 41)]"
28,3,"[(74, 59), (105, 49), (109, 41)]"
29,2,"[(105, 49), (109, 41)]"
30,2,"[(105, 49), (109, 41)]"
31,2,"[(105, 49), (109, 41)]"
32,2,"[(105, 49), (109, 41)]"
33,2,"[(105, 49), (109, 41)]"
34,2,"[(105, 49), (109, 41)]"
35,2,"[(105, 49), (109, 41)]"
36,2,"[(105, 49), (109, 41)]"
37,2,"[(105, 49), (109, 41)]"
38,2,"[(105, 49), (109, 41)]"
39,2,"[(105, 49), (109, 41)]"
40,2,"[(105, 49), (109, 41)]"
41,2,"[(105, 49), (109, 41)]"
42,2,"[(105, 49), (109, 41)]"
43,2,"[(105, 49), (109, 41)]"
44,2,"[(105, 49), (109, 41)]"
45,2,"[(105, 49), (109, 41)]"
46,2,"[(105, 49), (109, 41)]"
47,2,"[(105, 49), (109, 41)]"
48,2,"[(105, 49), (109, 41)]"
49,2,"[(105, 49), (109, 41)]"
50,2,"[(105, 49), (109, 41)]"
51,2,"[(105, 49), (109, 41)]"
52,2,"[(105, 49), (109, 41)]"
53,2,"[(105, 49), (109, 41)]"
54,2,"[(105, 49), (109, 41)]"
55,3,"[(74, 59), (105, 49), (109, 41)]"
56,3,"[(74, 59), (105, 49), (109, 41)]"
57,3,"[(74, 59), (105, 49), (109, 41)]"
58,3,"[(74, 59), (105, 49), (109, 41)]"
59,2,"[(105, 49), (109, 41)]"
60,3,"[(74, 59), (105, 49), (109, 41)]"
61,2,"[(105, 49), (109, 41)]"
62,3,"[(74, 59), (105, 49), (109, 41)]"
63,2,"[(105, 49), (109, 41)]"
64,2,"[(105, 49), (109, 41)]"
65,2,"[(105, 49), (109, 41)]"
66,2,"[(105, 49), (109, 41)]"
67,2,"[(105, 49), (109, 41)]"
68,2,"[(105, 49), (109, 41)]"
69,2,"[(105, 49), (109, 41)]"
70,2,"[(105, 49), (109, 41)]"
71,2,"[(105, 49), (109, 41)]"
72,0,[]
73,1,"[(74, 59)]"
74,2,"[(105, 49), (109, 41)]"
75,3,"[(74, 59), (105, 49), (109, 41)]"
76,3,"[(74, 59), (105, 49), (109, 41)]"
77,3,"[(74, 59), (105, 49), (109, 41)]"
78,2,"[(105, 49), (109, 41)]"
79,3,"[(74, 59), (105, 49), (109, 41)]"
80,2,"[(105, 49), (109, 41)]"
81,2,"[(105, 49), (109, 41)]"
82,2,"[(105, 49), (109, 41)]"
83,2,"[(105, 49), (109, 41)]"
84,2,"[(105, 49), (109, 41)]"
85,3,"[(74, 59), (105, 49), (109, 41)]"
86,2,"[(105, 49), (109, 41)]"
87,3,"[(74, 59), (105, 49), (109, 41)]"
88,3,"[(74, 59), (105, 49), (109, 41)]"
89,2,"[(105, 49), (109, 41)]"
90,3,"[(74, 59), (105, 49), (109, 41)]"
91,2,"[(105, 49), (109, 41)]"
92,2,"[(105, 49), (109, 41)]"
93,2,"[(105, 49), (109, 41)]"
94,2,"[(105, 49), (109, 41)]"
95,2,"[(105, 49), (109, 41)]"
96,2,"[(105, 49), (109, 41)]"
97,3,"[(74, 59), (105, 49), (109, 41)]"
98,2,"[(105, 49), (109, 41)]"
99,2,"[(105, 49), (109, 41)]"
100,3,"[(74, 59), (105, 49), (109, 41)]"
101,2,"[(105, 49), (109, 41)]"
102,2,"[(105, 49), (109, 41)]"
103,2,"[(105, 49), (109, 41)]"
104,2,"[(105, 49), (109, 41)]"
105,2,"[(105, 49), (109, 41)]"
106,2,"[(105, 49), (109, 41)]"
107,3,"[(74, 59), (105, 49), (109, 41)]"
108,3,"[(74, 59), (105, 49), (109, 41)]"
109,3,"[(74, 59), (105, 49), (109, 41)]"
110,3,"[(74, 59), (105, 49), (109, 41)]"
111,3,"[(74, 59), (105, 49), (109, 41)]"
112,3,"[(74, 59), (105, 49), (109, 41)]"
113,3,"[(74, 59), (105, 49), (109, 41)]"
114,2,"[(105, 49), (109, 41)]"
115,3,"[(74, 59), (105, 49), (109, 41)]"
116,3,"[(74, 59), (105, 49), (109, 41)]"
117,3,"[(74, 59), (105, 49), (109, 41)]"
118,3,"[(74, 59), (105, 49), (109, 41)]"
119,3,"[(74, 59), (105, 49), (109, 41)]"
120,3,"[(74, 59), (105, 49), (109, 41)]"
121,3,"[(74, 59), (105, 49), (109, 41)]"
122,3,"[(74, 59), (105, 49), (109, 41)]"
123,3,"[(74, 59), (105, 49), (109, 41)]"
124,3,"[(74, 59), (105, 49), (109, 41)]"
125,2,"[(105, 49), (109, 41)]"
126,3,"[(74, 59), (105, 49), (109, 41)]"
127,2,"[(105, 49), (109, 41)]"
128,2,"[(105, 49), (109, 41)]"
129,2,"[(105, 49), (109, 41)]"
130,2,"[(105, 49), (109, 41)]"
131,2,"[(105, 49), (109, 41)]"
132,2,"[(105, 49), (109, 41)]"
133,2,"[(105, 49), (109, 41)]"
134,2,"[(105, 49), (109, 41)]"
135,2,"[(105, 49), (109, 41)]"
136,3,"[(74, 59), (105, 49), (109, 41)]"
137,2,"[(105, 49), (109, 41)]"
138,2,"[(105, 49), (109, 41)]"
139,2,"[(105, 49), (109, 41)]"
140,2,"[(105, 49), (109, 41)]"
141,2,"[(105, 49), (109, 41)]"
142,2,"[(105, 49), (109, 41)]"
143,2,"[(105, 49), (109, 41)]"
144,2,"[(105, 49), (109, 41)]"
145,2,"[(105, 49), (109, 41)]"
146,2,"[(105, 49), (109, 41)]"
147,3,"[(74, 59), (105, 49), (109, 41)]"
148,2,"[(105, 49), (109, 41)]"
149,2,"[(105, 49), (109, 41)]"
150,2,"[(105, 49), (109, 41)]"
151,2,"[(105, 49), (109, 41)]"
152,2,"[(105, 49), (109, 41)]"
153,2,"[(105, 49), (109, 41)]"
154,3,"[(74, 59), (105, 49), (109, 41)]"
155,3,"[(74, 59), (105, 49), (109, 41)]"
156,3,"[(74, 59), (105, 49), (109, 41)]"
157,3,"[(74, 59), (105, 49), (109, 41)]"
158,3,"[(74, 59), (105, 49), (109, 41)]"
159,2,"[(74, 59), (105, 49)]"
160,3,"[(74, 59), (105, 49), (109, 41)]"
161,3,"[(74, 59), (105, 49), (109, 41)]"
162,3,"[(74, 59), (105, 49), (109, 41)]"
163,3,"[(74, 59), (105, 49), (109, 41)]"
164,3,"[(74, 59), (105, 49), (109, 41)]"
165,3,"[(74, 59), (105, 49), (109, 41)]"
166,3,"[(74, 59), (105, 49), (109, 41)]"
167,3,"[(74, 59), (105, 49), (109, 41)]"
168,3,"[(74, 59), (105, 49), (109, 41)]"
169,3,"[(74, 59), (105, 49), (109, 41)]"
170,3,"[(74, 59), (105, 49), (109, 41)]"
171,3,"[(74, 59), (105, 49), (109, 41)]"
172,3,"[(74, 59), (105, 49), (109, 41)]"
173,3,"[(74, 59), (105, 49), (109, 41)]"
174,3,"[(74, 59), (105, 49), (109, 41)]"
175,3,"[(74, 59), (105, 49), (109, 41)]"
176,3,"[(74, 59), (105, 49), (109, 41)]"
