Conformation_ID,Num_IMHB,IMHB_Pairs
1,3,"[(77, 16), (81, 21), (94, 52)]"
2,3,"[(77, 16), (81, 21), (94, 52)]"
3,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
4,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
5,3,"[(77, 16), (81, 21), (94, 52)]"
6,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
7,3,"[(77, 16), (81, 21), (94, 52)]"
8,3,"[(77, 16), (81, 21), (94, 52)]"
9,3,"[(77, 16), (81, 21), (94, 52)]"
10,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
11,2,"[(77, 16), (81, 21)]"
12,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
13,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
14,3,"[(77, 16), (81, 21), (94, 52)]"
15,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
16,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
17,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
18,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
19,3,"[(77, 16), (81, 21), (94, 52)]"
20,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
21,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
22,3,"[(77, 16), (81, 21), (94, 32)]"
23,4,"[(77, 16), (81, 21), (85, 52), (94, 52)]"
24,3,"[(77, 16), (81, 21), (94, 52)]"
25,3,"[(77, 16), (81, 21), (94, 52)]"
26,3,"[(77, 16), (81, 21), (94, 52)]"
27,3,"[(77, 16), (81, 21), (94, 52)]"
28,3,"[(77, 16), (81, 21), (94, 52)]"
29,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
30,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
31,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
32,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
33,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
34,3,"[(77, 16), (81, 21), (94, 32)]"
35,3,"[(77, 16), (81, 21), (94, 32)]"
36,3,"[(77, 16), (81, 21), (94, 32)]"
37,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
38,3,"[(77, 16), (81, 21), (94, 32)]"
39,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
40,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
41,3,"[(77, 16), (81, 21), (85, 51)]"
42,3,"[(77, 16), (81, 21), (94, 32)]"
43,3,"[(77, 16), (81, 21), (85, 51)]"
44,2,"[(77, 16), (81, 21)]"
45,2,"[(77, 16), (81, 21)]"
46,2,"[(77, 16), (81, 21)]"
47,2,"[(77, 16), (81, 21)]"
48,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
49,3,"[(77, 16), (81, 21), (85, 51)]"
50,2,"[(77, 16), (81, 21)]"
51,2,"[(77, 16), (81, 21)]"
52,2,"[(77, 16), (81, 21)]"
53,3,"[(77, 16), (81, 21), (85, 51)]"
54,2,"[(77, 16), (81, 21)]"
55,3,"[(77, 16), (81, 21), (85, 51)]"
56,3,"[(77, 16), (81, 21), (85, 51)]"
57,2,"[(77, 16), (81, 21)]"
58,3,"[(77, 16), (81, 21), (94, 32)]"
59,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
60,3,"[(77, 16), (81, 21), (94, 32)]"
61,3,"[(77, 16), (81, 21), (94, 32)]"
62,3,"[(77, 16), (81, 21), (85, 51)]"
63,3,"[(77, 16), (81, 21), (85, 51)]"
64,3,"[(77, 16), (81, 21), (85, 51)]"
65,3,"[(77, 16), (81, 21), (85, 51)]"
66,3,"[(77, 16), (81, 21), (94, 32)]"
67,2,"[(77, 16), (94, 32)]"
68,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
69,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
70,3,"[(77, 16), (81, 21), (94, 32)]"
71,2,"[(77, 16), (94, 32)]"
72,3,"[(77, 16), (81, 21), (94, 32)]"
73,2,"[(77, 16), (94, 32)]"
74,3,"[(77, 16), (85, 51), (94, 32)]"
75,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
76,2,"[(77, 16), (81, 21)]"
77,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
78,3,"[(77, 16), (81, 21), (85, 51)]"
79,3,"[(77, 16), (81, 21), (85, 51)]"
80,2,"[(77, 16), (85, 51)]"
81,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
82,3,"[(77, 16), (81, 21), (94, 32)]"
83,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
84,3,"[(77, 16), (81, 21), (94, 32)]"
85,3,"[(77, 16), (85, 51), (94, 32)]"
86,2,"[(77, 16), (94, 32)]"
87,4,"[(77, 16), (81, 21), (85, 51), (94, 52)]"
88,3,"[(77, 16), (85, 51), (94, 52)]"
89,3,"[(77, 16), (85, 51), (94, 52)]"
90,4,"[(77, 16), (81, 21), (85, 51), (94, 52)]"
91,3,"[(77, 16), (81, 21), (94, 32)]"
92,3,"[(77, 16), (81, 21), (94, 32)]"
93,4,"[(77, 16), (81, 21), (85, 51), (94, 52)]"
94,2,"[(77, 16), (85, 51)]"
95,4,"[(77, 16), (81, 21), (85, 51), (94, 32)]"
96,3,"[(77, 16), (81, 21), (94, 32)]"
97,3,"[(77, 16), (81, 21), (94, 32)]"
98,3,"[(77, 16), (81, 21), (94, 32)]"
99,3,"[(77, 16), (81, 21), (94, 32)]"
100,3,"[(77, 16), (81, 21), (94, 32)]"
101,4,"[(77, 16), (81, 21), (85, 51), (94, 52)]"
102,3,"[(77, 16), (81, 21), (85, 51)]"
103,3,"[(77, 16), (81, 21), (94, 32)]"
104,3,"[(77, 16), (81, 21), (85, 51)]"
105,4,"[(77, 16), (81, 21), (85, 51), (94, 52)]"
106,4,"[(77, 16), (81, 21), (85, 51), (94, 52)]"
