Conformation_ID,Num_IMHB,IMHB_Pairs
1,1,"[(88, 30)]"
2,1,"[(88, 30)]"
3,1,"[(88, 30)]"
4,1,"[(88, 30)]"
5,1,"[(88, 30)]"
6,1,"[(88, 30)]"
7,1,"[(88, 30)]"
8,1,"[(88, 30)]"
9,1,"[(88, 30)]"
10,1,"[(88, 30)]"
11,1,"[(88, 30)]"
12,1,"[(88, 30)]"
13,1,"[(88, 30)]"
14,1,"[(88, 30)]"
15,1,"[(88, 30)]"
16,1,"[(88, 30)]"
17,1,"[(88, 30)]"
18,1,"[(88, 30)]"
19,1,"[(88, 30)]"
20,1,"[(88, 30)]"
21,1,"[(88, 30)]"
22,1,"[(88, 30)]"
23,1,"[(88, 30)]"
24,1,"[(88, 30)]"
25,1,"[(88, 30)]"
26,1,"[(88, 30)]"
27,1,"[(88, 30)]"
28,1,"[(88, 30)]"
29,1,"[(88, 30)]"
30,1,"[(88, 30)]"
31,1,"[(88, 30)]"
32,2,"[(88, 30), (88, 17)]"
33,1,"[(88, 30)]"
34,1,"[(88, 30)]"
35,1,"[(88, 30)]"
36,1,"[(88, 30)]"
37,1,"[(88, 30)]"
38,1,"[(88, 30)]"
39,1,"[(88, 30)]"
40,1,"[(88, 30)]"
41,1,"[(88, 30)]"
42,1,"[(88, 30)]"
43,1,"[(88, 30)]"
44,1,"[(88, 30)]"
45,1,"[(88, 30)]"
46,2,"[(88, 30), (88, 17)]"
47,1,"[(88, 30)]"
48,1,"[(88, 30)]"
49,1,"[(88, 30)]"
50,1,"[(88, 30)]"
51,1,"[(88, 30)]"
52,1,"[(88, 30)]"
53,1,"[(88, 30)]"
54,1,"[(88, 30)]"
55,1,"[(88, 30)]"
56,1,"[(88, 30)]"
57,1,"[(88, 30)]"
58,1,"[(88, 30)]"
59,2,"[(88, 30), (88, 17)]"
60,1,"[(88, 30)]"
61,1,"[(88, 30)]"
62,1,"[(88, 30)]"
63,1,"[(88, 30)]"
64,1,"[(88, 30)]"
65,1,"[(88, 30)]"
66,1,"[(88, 30)]"
67,1,"[(88, 30)]"
68,1,"[(88, 30)]"
69,1,"[(88, 30)]"
70,1,"[(88, 30)]"
71,1,"[(88, 30)]"
72,1,"[(88, 30)]"
73,1,"[(88, 30)]"
74,1,"[(88, 30)]"
75,1,"[(88, 30)]"
