Conformation_ID,PSA
1,342.02
2,339.05
3,340.78
4,343.68
5,338.99
6,342.70
7,344.36
8,345.68
9,338.65
10,334.85
11,310.88
12,341.72
13,336.33
14,337.77
15,336.81
16,336.74
17,337.09
18,337.02
19,335.63
20,336.76
21,339.49
22,300.13
23,339.00
24,339.00
25,338.68
26,339.20
27,338.64
28,341.66
29,299.31
30,301.72
31,284.43
32,302.87
33,299.11
34,299.52
35,298.07
36,306.63
37,303.71
38,297.80
39,284.32
40,286.08
41,294.64
42,299.59
43,313.62
44,308.56
45,306.31
46,292.27
47,301.53
48,303.13
49,306.49
50,304.85
51,298.82
52,296.60
53,310.31
54,308.66
55,309.58
56,303.11
57,299.41
58,296.45
59,293.35
60,299.93
61,298.80
62,294.93
63,292.38
64,311.78
65,306.74
66,297.65
67,316.58
68,306.89
69,311.79
70,310.56
71,318.82
72,312.55
73,310.05
74,314.85
75,305.62
76,299.38
77,305.14
78,299.21
79,303.16
80,306.99
81,304.44
82,320.43
83,309.45
84,325.98
85,337.04
86,349.28
87,342.35
88,324.65
89,342.35
90,346.70
91,345.82
92,307.27
93,344.35
94,343.86
95,349.25
96,347.03
97,345.90
98,344.99
99,348.77
100,342.73
101,342.28
102,344.19
103,297.66
104,346.89
105,346.59
106,344.96
107,344.29
108,349.60
109,350.05
110,348.98
111,338.28
112,344.58
113,342.38
114,295.32
115,343.80
116,343.49
117,349.10
118,348.09
119,341.69
120,353.60
121,347.38
122,349.39
123,345.29
124,346.26
125,289.92
126,324.46
127,323.82
128,322.24
129,323.68
130,320.80
131,322.55
132,321.45
133,324.56
134,320.12
135,327.03
136,337.14
137,323.66
138,326.06
139,321.72
140,326.63
141,325.67
142,330.67
143,323.82
144,324.92
145,323.38
146,324.84
147,341.35
148,318.92
149,320.20
150,320.63
151,323.08
152,320.83
153,322.49
154,342.29
155,336.00
156,352.23
157,339.74
158,338.58
159,350.03
160,350.87
161,341.60
162,340.77
163,348.76
164,343.56
165,344.36
166,345.14
167,344.55
168,344.14
169,346.89
170,345.69
171,346.33
172,347.32
173,337.11
174,347.61
175,345.26
176,331.41
177,321.56
178,320.40
179,328.77
180,336.29
181,337.15
182,336.77
183,337.85
184,335.65
185,335.78
186,349.80
187,342.39
188,354.45
189,347.89
190,347.96
191,326.37
192,322.55
193,325.39
194,322.23
195,344.72
196,328.13
197,324.24
198,330.85
199,327.44
200,330.20
201,324.56
202,329.03
203,325.44
204,327.32
205,321.94
206,342.13
207,317.94
208,316.73
209,315.64
210,318.51
211,317.87
212,318.49
213,321.55
214,321.08
215,320.42
216,324.37
217,342.37
218,321.21
219,322.80
220,322.52
221,323.96
222,324.95
223,323.66
224,327.29
225,321.35
226,319.78
227,319.56
228,339.25
229,319.37
230,328.10
231,320.45
232,327.35
233,330.81
234,328.32
235,331.11
236,325.14
237,325.19
238,330.96
239,337.82
240,328.45
241,327.87
242,321.21
243,325.96
244,320.17
245,320.77
246,319.59
247,323.04
248,322.94
249,322.91
250,336.36
251,342.26
252,345.78
253,339.40
254,346.84
255,343.29
256,342.73
257,340.53
258,339.30
259,339.35
260,343.70
261,324.87
262,343.80
263,342.76
264,343.89
265,338.72
266,342.16
267,340.98
268,336.17
269,338.58
270,334.78
271,338.59
272,329.78
273,340.22
274,336.03
275,337.47
276,339.60
277,338.17
278,337.60
279,322.35
280,324.93
281,324.62
282,325.28
283,324.43
284,324.49
285,322.91
286,326.38
287,324.07
288,324.20
289,323.13
290,328.86
291,323.20
292,323.75
293,326.07
294,323.83
295,330.02
296,321.34
297,322.82
298,322.55
299,323.20
300,321.36
301,324.33
302,322.07
303,321.69
304,322.95
305,322.06
306,324.59
307,324.81
308,329.61
309,322.36
310,329.58
311,323.18
312,326.59
313,325.77
314,324.85
315,325.51
316,323.79
317,324.97
318,323.93
319,325.02
320,323.69
321,322.76
322,325.95
323,325.25
324,326.86
325,325.48
326,327.98
327,322.91
328,322.82
329,323.81
330,326.05
331,322.09
332,322.60
333,329.09
334,331.59
335,327.85
336,321.89
337,325.17
338,333.41
339,331.40
340,328.67
341,329.63
342,318.83
343,327.95
344,330.04
345,336.45
346,341.29
347,342.74
348,337.21
349,342.88
350,339.51
351,336.19
352,335.65
353,323.51
354,335.18
355,335.89
356,335.19
357,335.00
358,336.52
359,337.88
360,337.65
361,342.50
362,337.25
363,339.80
364,325.30
365,341.05
366,338.33
367,339.07
368,337.73
369,339.25
370,338.40
371,337.84
372,339.37
373,340.12
374,340.85
375,324.12
376,299.17
377,300.53
378,299.08
379,299.68
380,309.88
381,299.28
382,300.50
383,308.43
384,299.03
385,302.78
386,340.40
387,299.39
388,308.16
389,299.00
390,303.69
391,305.15
392,303.70
393,304.55
394,304.22
395,311.49
396,305.48
397,337.87
398,301.93
399,306.08
400,300.73
401,296.67
402,298.61
403,298.09
404,342.76
405,343.45
406,339.74
407,344.05
408,346.44
409,338.00
410,345.81
411,342.61
412,338.10
413,341.03
414,341.68
415,341.39
416,336.91
417,341.72
418,340.87
419,336.36
420,339.57
421,337.93
422,337.50
423,338.74
424,337.75
425,337.20
426,342.34
427,339.50
428,339.05
429,335.90
430,338.38
431,337.36
432,336.53
433,340.94
434,342.38
435,341.10
436,337.68
437,339.86
438,339.88
439,339.68
440,339.83
441,336.86
442,340.26
443,336.76
444,345.25
445,339.80
446,337.13
447,334.67
448,339.33
449,343.08
450,342.38
451,336.31
452,342.48
453,335.82
454,341.98
455,336.91
456,324.07
457,338.91
458,341.71
459,338.58
460,343.00
461,336.24
462,341.44
463,343.76
464,351.27
465,344.22
466,341.11
467,336.42
468,318.93
469,309.76
470,305.98
471,305.71
472,305.62
473,304.98
474,304.12
475,308.07
476,306.31
477,299.92
478,336.09
479,306.80
480,304.04
481,298.67
482,299.74
483,299.27
484,298.64
485,305.81
486,305.61
487,300.32
488,299.09
489,340.60
490,304.65
491,298.12
492,302.54
493,297.89
494,301.12
495,301.34
496,298.01
497,301.60
498,304.65
499,312.79
500,342.07
501,266.46
502,268.16
503,269.81
504,267.81
505,258.70
506,261.68
507,263.51
508,243.66
509,276.81
510,266.83
511,310.33
512,220.12
513,262.67
514,248.58
515,257.79
516,261.77
517,260.35
518,258.91
519,260.41
520,257.18
521,267.41
522,291.05
523,263.17
524,261.93
525,258.66
