Conformation_ID,Num_IMHB,IMHB_Pairs
1,2,"[(77, 16), (81, 8)]"
2,2,"[(77, 16), (81, 8)]"
3,2,"[(77, 16), (81, 8)]"
4,2,"[(77, 16), (81, 8)]"
5,2,"[(77, 16), (81, 8)]"
6,2,"[(77, 16), (81, 8)]"
7,2,"[(77, 16), (81, 8)]"
8,2,"[(77, 16), (81, 8)]"
9,2,"[(77, 16), (81, 8)]"
10,2,"[(77, 16), (81, 8)]"
11,2,"[(77, 16), (81, 8)]"
12,2,"[(77, 16), (81, 8)]"
13,2,"[(77, 16), (81, 8)]"
14,2,"[(77, 16), (81, 8)]"
15,2,"[(77, 16), (81, 8)]"
16,2,"[(77, 16), (81, 8)]"
17,2,"[(77, 16), (81, 8)]"
18,2,"[(77, 16), (81, 8)]"
19,2,"[(77, 16), (81, 8)]"
20,2,"[(77, 16), (81, 8)]"
21,2,"[(77, 16), (81, 8)]"
22,2,"[(77, 16), (81, 8)]"
23,2,"[(77, 16), (81, 8)]"
24,2,"[(77, 16), (81, 8)]"
25,2,"[(77, 16), (81, 8)]"
26,2,"[(77, 16), (81, 8)]"
27,2,"[(77, 16), (81, 8)]"
28,2,"[(77, 16), (81, 8)]"
29,2,"[(77, 16), (81, 8)]"
30,2,"[(77, 16), (81, 8)]"
31,1,"[(81, 8)]"
32,2,"[(77, 16), (81, 8)]"
33,2,"[(77, 16), (81, 8)]"
34,2,"[(77, 16), (81, 8)]"
35,2,"[(77, 16), (81, 8)]"
36,1,"[(77, 16)]"
37,2,"[(77, 16), (81, 8)]"
38,1,"[(77, 16)]"
39,2,"[(77, 16), (81, 8)]"
40,1,"[(77, 16)]"
41,2,"[(77, 16), (81, 8)]"
42,2,"[(77, 16), (81, 8)]"
43,2,"[(77, 16), (81, 8)]"
44,2,"[(77, 16), (81, 8)]"
45,2,"[(77, 16), (81, 8)]"
46,1,"[(77, 16)]"
47,2,"[(77, 16), (81, 8)]"
48,2,"[(77, 16), (81, 8)]"
49,2,"[(77, 16), (81, 8)]"
50,2,"[(77, 16), (81, 8)]"
51,2,"[(77, 16), (81, 8)]"
52,2,"[(77, 16), (81, 8)]"
53,2,"[(77, 16), (81, 8)]"
54,2,"[(77, 16), (81, 8)]"
55,2,"[(77, 16), (81, 8)]"
56,2,"[(77, 16), (81, 8)]"
57,2,"[(77, 16), (81, 8)]"
58,2,"[(77, 16), (81, 8)]"
59,1,"[(77, 16)]"
60,2,"[(77, 16), (81, 8)]"
61,2,"[(77, 16), (81, 8)]"
62,2,"[(77, 16), (81, 8)]"
63,2,"[(77, 16), (81, 8)]"
64,2,"[(77, 16), (81, 8)]"
65,2,"[(77, 16), (81, 8)]"
66,2,"[(77, 16), (81, 8)]"
67,2,"[(77, 16), (81, 8)]"
68,2,"[(77, 16), (81, 8)]"
69,2,"[(77, 16), (81, 8)]"
