Conformation_ID,Num_IMHB,IMHB_Pairs
1,2,"[(79, 19), (88, 26)]"
2,3,"[(79, 19), (84, 29), (88, 26)]"
3,1,"[(79, 19)]"
4,1,"[(88, 29)]"
5,1,"[(79, 19)]"
6,2,"[(79, 19), (88, 29)]"
7,2,"[(79, 19), (88, 26)]"
8,1,"[(79, 19)]"
9,2,"[(79, 19), (88, 26)]"
10,1,"[(79, 19)]"
11,1,"[(79, 23)]"
12,2,"[(79, 19), (84, 29)]"
13,2,"[(79, 19), (84, 29)]"
14,3,"[(79, 19), (84, 29), (88, 26)]"
15,2,"[(79, 19), (84, 29)]"
16,2,"[(79, 19), (84, 29)]"
17,1,"[(84, 29)]"
18,2,"[(79, 19), (88, 26)]"
19,2,"[(79, 19), (84, 29)]"
20,0,[]
21,1,"[(79, 19)]"
22,1,"[(79, 23)]"
23,2,"[(79, 19), (84, 29)]"
24,3,"[(79, 19), (84, 29), (88, 26)]"
25,1,"[(79, 19)]"
26,1,"[(79, 19)]"
27,2,"[(79, 19), (88, 26)]"
28,2,"[(79, 19), (88, 26)]"
29,1,"[(79, 23)]"
30,2,"[(79, 23), (88, 29)]"
31,1,"[(79, 23)]"
32,2,"[(79, 23), (88, 26)]"
33,1,"[(79, 23)]"
34,1,"[(79, 23)]"
35,2,"[(79, 23), (88, 26)]"
36,1,"[(79, 23)]"
37,3,"[(79, 23), (84, 29), (88, 35)]"
38,1,"[(79, 23)]"
39,2,"[(79, 23), (88, 26)]"
40,1,"[(79, 23)]"
41,2,"[(79, 19), (88, 26)]"
42,2,"[(79, 23), (88, 26)]"
43,2,"[(79, 23), (88, 26)]"
44,1,"[(79, 23)]"
45,2,"[(79, 23), (88, 26)]"
46,2,"[(79, 23), (88, 26)]"
47,2,"[(79, 23), (88, 26)]"
48,1,"[(84, 29)]"
49,1,"[(79, 23)]"
50,1,"[(79, 23)]"
51,2,"[(79, 23), (88, 26)]"
52,2,"[(79, 23), (88, 26)]"
53,1,"[(79, 19)]"
54,2,"[(79, 23), (88, 26)]"
55,1,"[(79, 19)]"
56,2,"[(79, 19), (88, 26)]"
