Molecule_Name,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
,0.11099363396478226,0.8305359746882691,8.079000733390818e-05,0.5569649852087712,0.7518660022162341,9306.423245002854,12563.057689398058,16709.17111874539,5.165773205771112,0.47856216830388265
,0.10771837769671488,0.8270432960710086,8.087073860942597e-05,0.5621382271505844,0.7543429108817993,9327.76086694324,12517.081999645654,16593.358032640146,5.1563612599023045,0.48677580796717856
,0.12046379355308051,0.8434662846883078,8.527294837502392e-05,0.5371821167854555,0.7725616299977502,9059.86769215582,13029.670819461215,16865.54226036201,5.1909143763922865,0.4703068958751721
,0.11211115734288783,0.8258770004771955,7.365131714267473e-05,0.5638503170902632,0.721246553646225,9792.717654309587,12526.30998852603,17367.583838286522,5.239427322284419,0.44847370770743356
,0.10603169919077768,0.818786234723425,7.382903813085293e-05,0.574098512302058,0.7240972777412964,9807.757165384204,12370.29902015466,17083.752971343565,5.211310674166569,0.4541284554580341
,0.11544663083935328,0.8354097325496274,8.105540089231266e-05,0.549627672848957,0.7506239385665678,9260.628290073111,12647.19668255483,16848.91199540825,5.177682474540112,0.4677153213312266
,0.1162067524213144,0.835875565827076,8.065904888908136e-05,0.54891897257543,0.7481810408337926,9275.8475476528,12643.055932749325,16898.391221808524,5.181725982306842,0.4627868036049058
,0.10961934496895172,0.8258634619321912,7.689018583263069e-05,0.563870146616556,0.7351394909512801,9560.901472542693,12464.919953174925,16955.856822553713,5.192686182027996,0.4548822536942977
,0.11126898768363735,0.8280842399709827,7.743788058438691e-05,0.560603684889495,0.7362106112369907,9507.11209657546,12485.178025717192,16958.704255483946,5.190642105377691,0.4519722985430862
,0.14719071708307477,0.869320077584612,0.00010049525308513838,0.49424953485894546,0.8232267744890263,8191.698107288691,13644.171081265058,16574.012780055586,5.154461463106205,0.4659689846119044
,0.14989999906621357,0.8445369374289822,5.8499166182319354e-05,0.535497302811205,0.6418729209474653,10972.343074890927,13151.980154045632,20490.00623773326,5.555191002643123,0.30353729638442123
,0.13518447327772076,0.8596171824313372,9.159114348506027e-05,0.5109386456990791,0.8176092656988848,8926.728443260976,14284.64248892714,17471.233617584752,5.304765437257821,0.47334809161487884
,0.10466262944393549,0.8234755224669527,8.169861261100561e-05,0.5673517990610228,0.7555098403141923,9247.523503384655,12314.396494215436,16299.452154182762,5.117525146730826,0.43794022868448856
,0.1249687432327644,0.8403380406943941,7.280348016463567e-05,0.5420627061160976,0.7200826762522042,9890.772729872668,13139.022510070303,18246.547158243877,5.343335132863782,0.4159060602873221
