Molecule_Name,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
,0.08518320613833588,0.7730131385844216,3.273700309663722e-05,0.634390012197435,0.6939333018232146,21197.21526661358,23186.76728290094,33413.538768035614,6.027353731885264,0.45321044628250806
,0.09009734829982875,0.7808890309690526,3.2829054662123346e-05,0.6246697698081876,0.6898334498857925,21012.894126424257,23204.896327490187,33638.4040688835,6.029626153320187,0.4423922331028563
,0.11016926851729655,0.8145039493888147,3.395135292516592e-05,0.5801580098818108,0.6908437888445021,20348.048879443173,24230.163065974717,35073.287850646855,6.098749264106374,0.43303748594496094
,0.041700513022150415,0.713081920427637,3.979493322208019e-05,0.7010807191466852,0.8375125254874177,21045.70752295482,25141.24718716104,30018.95066886226,5.965379994418052,0.6628404989266339
,0.04943118844236698,0.725583028488392,3.6831477385743465e-05,0.6881346298287955,0.7898653832283064,21445.389631154012,24615.78035057783,31164.52609933251,6.005161831931278,0.5672325782310322
,0.04992278220808709,0.7379721731887334,4.1677839786510874e-05,0.6748311430269783,0.8474690069753478,20333.803558831114,25535.674350680474,30131.6911184969,5.957361248740988,0.6084649952850008
,0.0286420725702287,0.6676797553479732,4.3349275653098994e-05,0.7444486176348712,0.8709835819282663,20092.229196590986,23507.333266556903,26989.410310713472,5.741326310156184,0.7103003867677131
,0.006571060111969306,0.49531840585441433,4.4173452767258654e-05,0.8687115037927389,0.9378503140035012,21231.08462779336,22920.819279908494,24439.741542617776,5.659517543503073,0.8248282762163333
,0.02153448549480155,0.6320014915108583,4.7595462140729596e-05,0.7749671700969342,0.9216790511735556,19364.85138957886,23030.882524522265,24987.963538064036,5.6094621080977936,0.7785248901783792
,0.050078610622552124,0.7142481112395648,3.424279156579866e-05,0.6998925886096483,0.7595097162020246,22180.134313600032,24069.44692943548,31690.768947362834,6.032884019765391,0.5815968983237241
,0.445970039351945,0.9705320444716133,5.51637899911134e-05,0.24097209517649626,0.9092853562642144,16483.373539249125,62198.44737663285,68403.6611258915,8.287598514889394,0.21262183322539163
,0.03947968633864031,0.7073886288900639,4.075197684302387e-05,0.7068248210957474,0.8491782039306089,20837.718062160107,25034.40098581449,29480.738989692898,5.93189786050878,0.6568338849188751
,0.03494177660238824,0.6849984698990513,3.804345485849222e-05,0.7285445053227417,0.8237788488179258,21653.628774833483,24484.16157769384,29721.765268466377,5.951808468491465,0.6640807426662769
,0.06710617968525588,0.7743186787319992,4.3619664728242174e-05,0.6327958468311333,0.8934549786218038,20482.848370985383,28920.07421517738,32368.809741021258,6.179387058858911,0.6040031061531976
,0.0699437421410545,0.7600368385102806,3.464850023742335e-05,0.6498799920810747,0.7371954540436312,21276.402989800896,24135.02147104846,32738.972193417816,6.041007753784017,0.4909934922074927
,0.03974126878330255,0.6843243912207365,3.7481356504176226e-05,0.7291777064477276,0.7782395281190935,20763.37680127401,22160.414973055398,28475.057064518838,5.774167855473689,0.6203308215008738
,0.04990502757693862,0.7303261462478478,3.9637619549690305e-05,0.683098616677539,0.8008345504280147,20203.901231356154,23686.158578685834,29576.844013568734,5.857194805416323,0.5950975238620984
,0.044778538167858054,0.7220747301513537,4.296717538981447e-05,0.6918150649392146,0.8334607833997448,19397.616339409637,23369.1825021945,28038.730756916924,5.750126348050185,0.607549885058182
,0.037493738015787925,0.7023381044727894,4.8306123989417754e-05,0.7118435130037845,0.8908580267750096,18441.927300359817,23079.705953068624,25907.27732074138,5.611343711325404,0.6606045114817928
,0.05246850621222405,0.7342852273164069,3.5256919641139e-05,0.6788410748804853,0.7890790235330629,22380.827127402757,26015.280850031744,32969.17048123975,6.164010323138036,0.528802325709481
,0.05873935165379688,0.7420629664164019,4.2499577168835045e-05,0.6703301827258638,0.7619352321546351,17928.066181170445,20378.054904653054,26745.127465791367,5.511522924066789,0.5970065565170863
,0.5400090764806158,0.9822716048805143,6.428446653940502e-05,0.18746331439900163,0.8732677426706422,13584.428551419143,63280.87868605184,72464.46375372252,8.350586890883546,0.14387128447086484
,0.08889502595574682,0.8088693663147872,5.0111421766751226e-05,0.5879883912438362,0.807118747417532,16106.482693194166,22109.01495713723,27392.518173908775,5.5350589634687815,0.49082442677443866
,0.08011920809701886,0.7847832975427229,3.911585255730406e-05,0.6197702605788454,0.7478489744348016,19118.820773220155,23069.823476688944,30848.238434938445,5.840027795820815,0.5094378687042874
,0.10529956947155157,0.8301336011209787,5.286612065783656e-05,0.5575645292608882,0.8700345214147717,16457.31728730133,25680.3175568017,29516.435181264627,5.784478773552586,0.5211189815429338
,0.06575539191330375,0.7652145697897881,3.9525706712368054e-05,0.6437753196429866,0.782191522130176,19789.43799341149,24044.30575989059,30739.665516202087,5.901138381162683,0.5227562340171259
,0.06923956965329679,0.7792952170173765,4.688029615686542e-05,0.6266569753332681,0.8746745821374747,18657.616394118755,26041.907240445515,29773.252558461158,5.897155391825504,0.5705357092075702
,0.09853833392051253,0.8188504998837568,5.3479605860775456e-05,0.5740068456387273,0.9159628779586027,17127.33037605302,27330.68245125277,29838.19880579046,5.890160577179926,0.554761450004909
,0.434764863977096,0.9687068771251796,6.0808585241565385e-05,0.2482075466426883,0.915911451471064,15062.20623013274,55581.09476202654,60683.91728562474,7.831071198331606,0.23424763847234542
,0.4563965356430206,0.9712897921233746,6.804218927105991e-05,0.2378994319390686,0.95588750235644,14048.453064149182,56447.13231135685,59052.06645364041,7.777832256565468,0.26709682581761085
,0.43268769859841805,0.9679033695624618,6.48801844427755e-05,0.2513226356491441,0.9414946249187846,14511.281572406524,54361.57219112101,57739.6522001497,7.689216728954042,0.2693656064032201
,0.4582603850195498,0.9716837447268809,6.800050025441389e-05,0.2362852095107639,0.9501757460214766,13973.069940170053,56190.02637575809,59136.456188272394,7.770380945481333,0.2667028706493761
,0.3859401626852551,0.9600072923798989,5.946845425443849e-05,0.27997499634327233,0.9180784649400477,15438.075134961593,50623.678923659856,55140.906640224566,7.523152696476888,0.29004732299294134
,0.25963969355963645,0.9264625917093784,5.4874629408723786e-05,0.37638685705420377,0.8986366607753494,16376.177305581716,39098.69065389208,43508.8978232398,6.798698561344549,0.346546597742096
,0.15415065640401718,0.8735534059292729,4.554695944994221e-05,0.4867283092130219,0.8754894972463692,19221.689171338967,34574.49807275624,39491.619467168464,6.600187010856483,0.4766498382419033
,0.1690616848047059,0.8845400387873141,4.724760242823146e-05,0.46646427492589065,0.8366034636099096,17706.791892365334,31757.123155736208,37959.588427599294,6.389368012893351,0.4164633996082284
,0.3195171654812623,0.9441166219424588,4.9842520459265734e-05,0.3296115959306653,0.9326641177934644,18712.218186391536,52947.81701321212,56770.50934314732,7.744224989017186,0.354661090441156
,0.19802290556735,0.9011882959436331,4.7229821822009206e-05,0.4334277970483788,0.8223903845258485,17412.52354550727,33038.702251384995,40173.98898752149,6.505314902434836,0.36699448036631216
,0.24349446648403522,0.9210865218393356,4.243910058468173e-05,0.38935795777910487,0.7852432854144845,18502.82580441669,37315.84120429087,47521.375728280174,6.946693192361016,0.2403683546703314
,0.11376127010375044,0.8331414762028319,3.516047102122233e-05,0.5530599249905622,0.7482266869630385,21280.337413893576,28789.857375626874,38477.45326016293,6.430315989644038,0.39300942995120225
,0.17079855532889518,0.8856374862713546,3.89904973724807e-05,0.46437726355944264,0.8235248079662432,21121.167039728065,37456.19433882664,45482.77596072369,6.970854166884338,0.37709247700551485
,0.1430689627229186,0.8644935845937465,4.619465327097115e-05,0.5026438522415797,0.779820014331597,16881.174748888916,26190.07051594408,33584.76319486649,5.9829710382932815,0.4420245506246185
,0.2195320189978723,0.9115880122489031,4.5190861972482357e-05,0.4111049694714158,0.8370568038836975,18522.70054935882,37714.33982195911,45055.890648012966,6.877543863162666,0.3609449044999173
,0.21537803215687376,0.9096389145560175,4.492031517403381e-05,0.41539986173005666,0.8431022129093442,18768.84010370211,38093.53849871041,45182.586304997014,6.903027287919305,0.38083877321472087
,0.19233714235733693,0.8981422731135356,4.460422756910533e-05,0.43970496613803567,0.8406164876254955,18846.116913988215,36029.51484665028,42860.82342784342,6.755727003953987,0.39909087196932436
,0.1989762616886379,0.9014239949981678,4.835366797420291e-05,0.43293738720690694,0.8556436663774345,17695.527603695497,34972.87729062074,40873.17964811977,6.609158405975015,0.41076777610578336
,0.3951470294313522,0.9610393888338268,6.476798205837818e-05,0.2764114561842632,0.9487728082912325,14648.793711622244,50281.48015178415,52996.33348719443,7.420782487517091,0.34915853919897594
,0.3943825743986469,0.961609129391791,4.493732826978087e-05,0.27442281659942525,0.9197769334512796,20467.99328899588,68602.12403086832,74585.61041909643,8.741971869795757,0.2621421163871099
,0.22631118493449523,0.9117457023787904,5.1384062696088055e-05,0.4107551268016094,0.9251899868051953,18005.388018406557,40555.5612485826,43834.84670929738,6.914883426425079,0.43812714580483136
,0.16559653681379752,0.8798676543590699,4.677981004090236e-05,0.47521880309250014,0.9048421261187428,19342.5780337198,36829.307507939666,40702.46780608725,6.725865961755947,0.4809271118492413
,0.1359352906539823,0.8551717842249883,4.676762959884348e-05,0.5183446917500459,0.9330107466964587,19949.925935941195,35909.49341294164,38487.75969632456,6.637556937911271,0.5385450630962194
,0.1999898795414998,0.8966937356654903,5.1154063085775494e-05,0.44265149318427477,0.9542967528174041,18655.34612992975,40218.40321018741,42144.54580448817,6.868213980585388,0.5098851486280003
,0.2298143374317384,0.9097059605013559,5.642607050804387e-05,0.415253013749817,0.9762048762184034,17300.600013946383,40671.420882917264,41662.79217992553,6.821020504016425,0.47824548362228625
,0.14256543062625546,0.8657367926133985,4.547071968120237e-05,0.5004995563589096,0.8437239743149787,18555.324838277735,31279.89269590975,37073.60896234573,6.370532604065302,0.45707853920284536
,0.12655889879161725,0.8517691415617761,4.4432770954003e-05,0.5239172925979014,0.8642055142331867,19449.73261127054,32082.48021300064,37123.66987321015,6.4342447808144465,0.48534708763207846
,0.15061307103780858,0.868201850895146,4.91570285210011e-05,0.49621119102882266,0.9195203533325428,18705.775776086644,34663.348715138956,37697.20658113918,6.521127923742814,0.5527388056326898
