Conformation_ID,Num_IMHB,IMHB_Pairs
1,1,"[(70, 59)]"
2,1,"[(70, 59)]"
3,1,"[(70, 59)]"
4,1,"[(70, 59)]"
5,1,"[(70, 59)]"
6,1,"[(70, 59)]"
7,1,"[(70, 59)]"
8,1,"[(70, 59)]"
9,1,"[(70, 59)]"
10,1,"[(70, 59)]"
11,1,"[(70, 59)]"
12,1,"[(70, 59)]"
13,1,"[(70, 59)]"
14,1,"[(70, 59)]"
15,1,"[(70, 59)]"
16,1,"[(70, 59)]"
17,1,"[(70, 59)]"
18,1,"[(70, 59)]"
19,1,"[(70, 59)]"
20,1,"[(70, 59)]"
21,1,"[(70, 59)]"
22,1,"[(70, 59)]"
23,1,"[(70, 59)]"
24,1,"[(70, 59)]"
25,1,"[(70, 59)]"
26,1,"[(70, 59)]"
27,1,"[(70, 59)]"
28,1,"[(70, 59)]"
29,1,"[(70, 59)]"
30,1,"[(70, 59)]"
31,1,"[(70, 59)]"
32,1,"[(70, 59)]"
33,1,"[(70, 59)]"
34,1,"[(70, 59)]"
35,1,"[(70, 59)]"
36,1,"[(70, 59)]"
37,1,"[(70, 59)]"
38,1,"[(70, 59)]"
39,1,"[(70, 59)]"
40,1,"[(70, 59)]"
41,1,"[(70, 59)]"
42,1,"[(70, 59)]"
43,1,"[(70, 59)]"
44,1,"[(70, 59)]"
45,1,"[(70, 59)]"
46,1,"[(70, 59)]"
47,1,"[(70, 59)]"
48,1,"[(70, 59)]"
49,1,"[(70, 59)]"
50,1,"[(70, 59)]"
51,1,"[(70, 59)]"
52,1,"[(70, 59)]"
53,1,"[(70, 59)]"
54,1,"[(70, 59)]"
55,1,"[(70, 59)]"
56,1,"[(70, 59)]"
57,1,"[(70, 59)]"
58,1,"[(70, 59)]"
59,1,"[(70, 59)]"
60,1,"[(70, 59)]"
61,1,"[(70, 59)]"
62,1,"[(70, 59)]"
63,1,"[(70, 59)]"
64,1,"[(70, 59)]"
65,1,"[(70, 59)]"
66,1,"[(70, 59)]"
67,1,"[(70, 59)]"
68,0,[]
69,1,"[(70, 59)]"
70,1,"[(70, 59)]"
71,1,"[(70, 59)]"
72,1,"[(70, 59)]"
73,1,"[(70, 59)]"
74,1,"[(70, 59)]"
75,1,"[(70, 59)]"
76,1,"[(70, 59)]"
77,1,"[(70, 59)]"
78,1,"[(70, 59)]"
79,1,"[(70, 59)]"
80,1,"[(70, 59)]"
81,1,"[(70, 59)]"
82,1,"[(70, 59)]"
83,1,"[(70, 59)]"
84,1,"[(70, 59)]"
85,1,"[(70, 59)]"
86,1,"[(70, 59)]"
87,0,[]
88,1,"[(70, 59)]"
89,1,"[(70, 59)]"
90,1,"[(70, 59)]"
91,1,"[(70, 59)]"
92,1,"[(70, 59)]"
93,1,"[(70, 59)]"
94,1,"[(70, 59)]"
95,1,"[(70, 59)]"
96,1,"[(70, 59)]"
97,1,"[(70, 59)]"
98,1,"[(70, 59)]"
99,1,"[(70, 59)]"
100,1,"[(70, 59)]"
101,1,"[(70, 59)]"
102,1,"[(70, 59)]"
103,1,"[(70, 59)]"
104,1,"[(70, 59)]"
105,1,"[(70, 59)]"
106,1,"[(70, 59)]"
107,1,"[(70, 59)]"
108,1,"[(70, 59)]"
109,1,"[(70, 59)]"
110,1,"[(70, 59)]"
111,1,"[(70, 59)]"
112,1,"[(70, 59)]"
113,1,"[(70, 59)]"
114,1,"[(70, 59)]"
115,1,"[(70, 59)]"
116,1,"[(70, 59)]"
117,1,"[(70, 59)]"
118,1,"[(70, 59)]"
119,1,"[(70, 59)]"
120,1,"[(70, 59)]"
121,1,"[(70, 59)]"
122,1,"[(70, 59)]"
123,1,"[(70, 59)]"
124,1,"[(70, 59)]"
125,1,"[(70, 59)]"
126,1,"[(70, 59)]"
127,1,"[(70, 59)]"
128,0,[]
129,0,[]
130,1,"[(70, 59)]"
131,1,"[(70, 59)]"
132,1,"[(70, 59)]"
133,1,"[(70, 59)]"
134,1,"[(70, 59)]"
135,1,"[(70, 59)]"
136,1,"[(70, 59)]"
137,1,"[(70, 59)]"
138,1,"[(70, 59)]"
139,0,[]
140,0,[]
141,0,[]
142,1,"[(70, 59)]"
143,0,[]
144,2,"[(70, 59), (121, 56)]"
145,0,[]
146,1,"[(70, 59)]"
147,2,"[(70, 59), (121, 56)]"
148,1,"[(70, 59)]"
149,0,[]
150,1,"[(70, 59)]"
151,1,"[(70, 59)]"
152,1,"[(70, 59)]"
153,1,"[(70, 59)]"
154,0,[]
155,1,"[(70, 59)]"
156,1,"[(70, 59)]"
157,2,"[(70, 59), (121, 56)]"
158,2,"[(70, 59), (121, 56)]"
159,0,[]
160,2,"[(70, 59), (121, 56)]"
161,1,"[(121, 56)]"
162,1,"[(121, 56)]"
163,0,[]
164,0,[]
165,1,"[(70, 59)]"
166,1,"[(70, 59)]"
167,2,"[(70, 59), (121, 56)]"
168,1,"[(70, 59)]"
169,2,"[(70, 59), (121, 56)]"
170,2,"[(70, 59), (121, 56)]"
171,2,"[(70, 59), (121, 56)]"
172,2,"[(70, 59), (121, 56)]"
173,1,"[(121, 56)]"
174,2,"[(70, 59), (121, 56)]"
175,2,"[(70, 59), (121, 56)]"
176,2,"[(70, 59), (121, 56)]"
177,2,"[(70, 59), (121, 56)]"
178,2,"[(70, 59), (121, 56)]"
179,1,"[(121, 56)]"
180,2,"[(70, 59), (121, 56)]"
181,2,"[(70, 59), (121, 56)]"
182,1,"[(121, 56)]"
183,2,"[(70, 59), (121, 56)]"
184,1,"[(70, 42)]"
185,1,"[(121, 56)]"
186,2,"[(70, 59), (121, 56)]"
187,2,"[(70, 42), (121, 56)]"
188,2,"[(70, 59), (121, 56)]"
189,2,"[(70, 59), (121, 56)]"
190,2,"[(70, 59), (121, 56)]"
191,2,"[(70, 59), (121, 56)]"
192,1,"[(121, 56)]"
193,2,"[(70, 59), (121, 56)]"
194,2,"[(70, 59), (121, 56)]"
195,2,"[(70, 59), (121, 56)]"
196,2,"[(70, 59), (70, 42)]"
197,2,"[(70, 59), (121, 56)]"
198,2,"[(70, 59), (121, 56)]"
199,2,"[(70, 42), (121, 56)]"
200,2,"[(70, 42), (121, 56)]"
201,1,"[(70, 42)]"
202,2,"[(70, 42), (121, 56)]"
203,3,"[(70, 59), (70, 42), (121, 56)]"
204,2,"[(70, 59), (121, 56)]"
205,0,[]
206,1,"[(121, 56)]"
207,2,"[(70, 59), (121, 56)]"
208,1,"[(121, 56)]"
209,2,"[(70, 59), (121, 56)]"
210,2,"[(70, 59), (121, 56)]"
211,1,"[(121, 56)]"
212,2,"[(70, 59), (121, 56)]"
213,1,"[(70, 59)]"
214,1,"[(70, 59)]"
215,2,"[(70, 59), (121, 56)]"
216,1,"[(70, 59)]"
217,1,"[(70, 59)]"
218,1,"[(70, 59)]"
219,1,"[(70, 59)]"
220,1,"[(70, 59)]"
221,1,"[(70, 59)]"
222,1,"[(70, 59)]"
223,1,"[(70, 59)]"
224,1,"[(70, 59)]"
225,0,[]
226,0,[]
227,1,"[(70, 59)]"
228,1,"[(70, 59)]"
229,1,"[(70, 59)]"
