Metric,Mean,StdDev
R2,-0.36539772932974474,0.3750938386924812
RMSE,0.6753417975052628,0.10495068224303329
Pearson_r,0.0043554255191865935,0.28607517673115734
Pearson_r2,0.08103958640579846,0.10300652281496148
ExplainedVariance,-0.1929545461643226,0.29636425314815407
