Split,Ensemble_Average_PSA_Chloroform_ANI,Ensemble_Average_Num_IMHB_Chloroform_ANI,Ensemble_Average_RadiusOfGyration_Chloroform_ANI
1,-0.023479793280006222,-0.05759189884434317,-0.013678909341073475
2,0.45210454993053784,0.2352442798587125,0.051099079365483704
3,0.22371199073127154,0.22505581104445813,0.06142536489851637
4,-0.07371864375011108,0.018584337978755427,-0.04470803380198729
5,0.0191343457570305,-0.3146292145976367,-0.04660477655689821
6,-0.07139124487415238,0.20962075965245605,-0.025396199702854692
7,-0.335835925576338,-0.1736992090950052,0.007015870607999508
8,-0.018558517167019083,0.06285895324589907,0.00010717429526909683
9,-0.10376479286445621,-0.09801590572028153,-0.020049650723324052
10,0.27735453928182946,0.21894094038753636,-0.07703841308995549
11,-0.29738895440607954,-0.06836307422351333,-0.18042862859767544
12,0.1002045076147339,0.40116450732394887,0.06471975614034385
13,-0.42881924573523306,-0.14037865247073095,-0.07781812789188258
14,-0.11403961991124771,-0.1150892335328515,-0.33100976787766684
15,0.058765280307037294,0.06463610365250047,0.019847072920414287
16,0.17243408584567949,0.20519824946372153,0.07531685884552537
17,-0.07233707710522204,0.14309674686417795,0.20990814070400243
18,0.10845622290069871,0.0921672605936253,-0.11183308924596921
19,0.002532217189534536,-0.27449767520877544,0.2335607004939028
20,0.20086262182296055,0.040594898869156994,0.022094454490067604
21,0.04527103641444663,-0.008494417922729957,0.017216928888937954
22,-0.06853022958432423,-0.06326344858525465,0.05648648199679129
23,0.14531291206098676,0.06918108106645426,0.05758469466311751
24,-0.2150907395039499,0.07917402400675647,-0.004163290384155171
25,-0.06652566690298611,-0.022828164375669546,-0.013231679577259636
26,-0.12784561009320045,-0.16103870149958416,-0.02112530458125601
27,0.27425617354670295,0.22705972531689883,0.010059538397026724
28,0.1471927166926152,0.05587300537941521,0.20458487980172757
29,0.11071204560178409,0.18560849204178848,0.031657917233466726
30,0.05251043563682658,0.049219695782273906,0.10139271634349697
31,-0.12229105238624685,-0.22501638411173994,-0.0614791211129083
32,-0.18312202729896288,0.15572653715605966,0.41438517029979727
33,-0.12719689455735433,-0.018713728827518074,0.16155104878797164
34,0.11523522302387448,0.011770103879184113,-0.11351483419178113
35,-0.20645918732846366,-0.5395363152883992,-0.04728980386698067
36,0.12726844960653114,0.17455475562664166,0.13884323712358965
37,-0.13015369862467113,0.041432621006909066,-0.026893819857026678
38,0.14645581122964896,-0.09591306407799487,0.06873290608819535
39,-0.004141601019804065,-0.005538128515333751,-0.02042397064413113
40,-0.2507388035731701,-0.09912094091125019,-0.22570522307739055
41,-0.09707467794741287,-0.03993044072655033,-0.02951853082409055
42,0.2637914151615678,-0.12727915950082322,0.0037517672105528586
43,0.10903735540050911,-0.014785834848501577,0.024296332166243984
44,0.06396293649818847,0.019424470796095706,-0.10932781515065708
45,0.12925957198433463,0.08364458851276677,0.044171432559310234
46,0.40725295976359954,-0.05259868766417758,0.05865825408681306
47,0.40557482922079335,0.059588647954775545,-0.19373219309307174
48,-0.10341349945762399,-0.25464749380060836,0.03825147929699015
49,0.049203746061369236,0.2739038971712475,0.2126828713887166
50,0.3328411230595169,0.06923619914651095,0.022306294437432882
51,0.02860295578995281,-0.15606862163686144,0.08249136885470407
52,0.025756208981331664,-0.1198605911798212,-0.006002124352124327
53,0.10437041551999324,0.08913527993441064,0.005556661733499402
54,-0.22707616501665653,-0.6708268088049028,-0.3626112126648234
55,-0.06575394996269661,-0.12852098438854453,-0.09316911738475017
56,0.09251590485249421,0.15734065442592524,0.14359601412701317
57,-0.13073243988390143,-0.24038819703141484,-0.15261882313577235
58,-0.17017936984737642,-0.23866019543793934,-0.22991663718744954
59,-0.06701923465757562,-0.1545733825911438,-0.07044769719757069
60,0.0469240902557825,0.15440515002609284,-0.02192579802342205
61,0.29736280384416325,-0.015010862704588845,-0.30374884975594574
62,-0.04686991191956642,-0.09487413021225259,-0.14976624597152974
63,-0.1894767832443099,-0.33750031458950874,-0.20538452292743403
64,-0.17777744077811747,0.31347866588076184,-0.06218620435425728
65,-0.2000062731707141,-0.03225328988718532,-0.06068743951141473
66,-0.04696518905512888,0.03976568375522545,0.03847656164405585
67,0.1014253168961764,0.006044153569882182,0.03015375398083564
68,0.12142027961795017,0.13126712753596678,0.12149379796075288
69,-0.11511336931861031,0.2792978334769771,0.23411989661432497
70,0.006030846881801488,-0.035906186744351955,-0.11202085962798473
71,-0.04169932545205044,0.08943242736963067,0.13085635348134755
72,0.08076728574500273,0.12793172388580706,0.020209793880203185
73,0.02266033403342225,-0.039795593454087654,-0.0021839344571753516
74,0.04616439866506315,-0.05982489150181358,0.09730513986549152
75,-0.17169346475623218,-0.1428521959550499,0.23117974677576583
76,0.3788395630815476,0.036278193417018656,-0.0235072085330442
77,0.02112148269816483,-0.10394571176927707,-0.007667081770846318
78,0.061973797922020776,0.08823703744797703,0.03909944111628585
79,-0.13351641349115836,-0.17197597968441383,0.015345115586338443
