Metric,Mean,StdDev
R2,-0.5706289710372081,0.5037421457163628
RMSE,0.7183247636016613,0.09561567195631422
Pearson_r,-0.05776712815848608,0.23662168997679817
Pearson_r2,0.05876696702148017,0.06444554255842154
ExplainedVariance,-0.3625617465125468,0.40487828544885834
