Metric,Mean,StdDev
R2,-0.6564496143141895,0.8829162082694372
RMSE,0.7265233867200852,0.1164618256018068
Pearson_r,-0.011088805227818598,0.2549415588732352
Pearson_r2,0.06446820805768859,0.09196815408307568
ExplainedVariance,-0.41208884602975493,0.5109444491908323
