Split,Ensemble_Average_PSA_Chloroform_ANI,Ensemble_Average_Num_IMHB_Chloroform_ANI,Ensemble_Average_RadiusOfGyration_Chloroform_ANI
90,-0.2564376263326074,-0.12328121032075771,0.05811291308598974
91,0.02530028111602456,0.09691805311904352,-0.001104896342952233
92,0.22861499909473587,-0.08587599375698585,0.04492375995191281
93,-0.017554502816370367,0.0198211311632839,0.594659845119883
94,0.11358707209430408,0.18643723895387676,0.10256293758405999
95,-0.10266022550108564,-0.050379844814530596,0.07352308227799034
96,-0.16989218150513,-0.21004332506563736,-0.041621226889789684
97,-0.10460438021217869,-0.2777522448712849,0.041448148261355275
98,-1.1340453364316319,-1.2407738096789938,0.31846121122760673
99,0.31985343192072535,-0.025274517335846736,0.29981678077561724
100,-0.003759171374853687,0.12195206143030028,0.017780819604808727
