Metric,Mean,StdDev
R2,-0.5934794737595389,0.6054007492901032
RMSE,0.7189929510718868,0.095952969301934
Pearson_r,-0.042523024753376076,0.26384374926626625
Pearson_r2,0.07072559642078781,0.08576385890581287
ExplainedVariance,-0.39566984282139633,0.4824303253287846
