Split,R2,RMSE,Pearson_r,Pearson_r2,ExplainedVariance
1,-0.20426916582175014,0.44479071053638225,0.21872998692579212,0.047842807180557195,-0.02608367723161531
2,-0.11707460011510795,0.6892147056890716,0.34969012713587055,0.12228318501630131,0.1192976259291264
3,-0.3887457078903702,0.8095313522278408,0.16747313669793684,0.02804725151544584,0.011355370011474797
4,0.018148376091034035,0.6593420655846561,0.2068915261601053,0.04280410359685754,0.042135570692721336
5,-4.546187440923239,0.8095740457762531,-0.3666106964306243,0.13440340273734738,-1.0582391311296937
6,-0.34380281777427935,0.5538506791566389,0.007605474611608987,5.784324406782887e-05,-0.3129603356443653
7,-0.06702622163842031,0.644314554560939,0.06543874970932748,0.004282229963520007,-0.05855886927166787
8,0.039809477928234305,0.5922771844717819,0.2445831063456978,0.05982089590971092,0.059799379085410664
9,-0.19586353894739106,0.8137789571565531,-0.060480534319810875,0.003657895031609821,-0.07076329227602018
10,-0.5743393793663834,0.5240958423533267,0.33025523432804005,0.10906851980106864,-0.10555864961651418
11,0.2070241051723224,0.5091090334721038,0.47967323795037975,0.23008641520580164,0.2123668484228427
12,-0.2795687705818808,0.6439413289140795,0.14264348186398973,0.020347162918282365,-0.0007442898729801417
13,0.12878951176214382,0.5180851787376619,0.37041101957459105,0.13720432342228808,0.13719851971332997
14,-0.17336837215536804,0.5389215054743575,0.2036961251313909,0.04149211139354326,-0.04540667170472301
15,-0.40824004438588113,0.6884485781295101,0.19418621319915366,0.03770828539662716,0.005631545639762314
16,-0.04060622086983545,0.4832769686846855,0.27497277633193906,0.07561002772369459,0.04900030286928825
17,-0.28493561935693035,0.501928726902028,0.08243611766568981,0.006795713495791456,-0.11521898331105085
18,0.04536760777235582,0.631585650034254,0.31871695728715965,0.10158049886238515,0.0966017519905874
19,-0.08096320477160557,0.7654655574859321,0.058926654505256235,0.003472350611181835,-0.005986516820697396
20,-0.2937072322351253,0.575177010861438,-0.02727592253936295,0.0007439759503733279,-0.29064276823983937
21,-1.2647042700934161,0.5406004549920941,0.22439207648204795,0.050351803987925256,-0.1035647526045751
22,-0.14888431804113078,0.6903701239003384,0.11803804230578366,0.013932979431381973,-0.002251458925035532
23,-0.23875615573481612,0.8099576185550528,-0.020109488938183817,0.0004043915453549373,-0.01987331626019917
24,0.036000338987492,0.6236546432458943,0.19361742331105422,0.03748770660961196,0.036987773261894286
25,0.04744667570977823,0.6098004261557778,0.42107985533338443,0.17730824456758396,0.16011660302897612
26,-0.014608197730856753,0.42650411290971774,0.3142381756410447,0.09874563103021207,0.08678779182487739
27,-0.084559057487821,0.5413104084861755,0.21162151091623832,0.044783663882471576,0.04149158784648588
28,-0.4106727030973587,0.837634837155042,-0.12682084938667074,0.016083527839156623,-0.10330081296162708
29,-0.40338195042488234,0.7471108159758129,0.16171419021480377,0.026151479316829734,-0.014978280833772395
30,-0.09124114087218338,0.7709848595070862,0.03552065950984219,0.0012617172520141425,-0.05004932540739104
31,0.018209518552165238,0.605353969172288,0.3226825263870061,0.1041240128355009,0.09383749077560011
32,-0.5769644291400069,0.8310988745609583,-0.4986874539651929,0.24868917674228636,-0.5693257652911077
33,0.05714845794399648,0.7469142462479882,0.2795636104617052,0.07815581229438404,0.05868150608768452
34,-0.14817305773788392,0.6699529932505611,-0.02219457345111521,0.0004925990906769481,-0.1461883847829173
35,-0.04422261695011653,0.6637032765818268,0.27913512356772785,0.0779164172091707,0.07261802722701916
36,-0.16496885038812836,0.7215598415170128,0.1603557545190285,0.02571396800736693,0.007947683398409788
37,0.1776863694782459,0.6151380689694171,0.6372787267817968,0.40612417560862796,0.17771282106294362
38,0.10733808447165905,0.5472633491592777,0.39986409803034284,0.15989129689361964,0.15003375048494016
39,-0.12973280692803169,0.5376798872903906,0.23354988872433324,0.05454555052314844,-0.010449121092810598
40,-0.26915645607565497,0.7736021803782508,0.018486824764856163,0.0003417626898864991,-0.019056679795750098
41,-0.012735776083568018,0.6357439632003844,0.21953114531981205,0.048193923765428436,0.04811920463107067
42,0.06906675288291642,0.7610639320761543,0.4149414680175191,0.1721764218805338,0.0807561765963195
43,-0.5338843150107226,0.4939241986439849,0.28693142079402123,0.08232964023887568,0.05283581480152977
44,0.08218555860630894,0.6702876358435236,0.4755588277976273,0.22615619869625336,0.17648807193694238
45,0.08739541000290518,0.5568603599726576,0.3458338018599859,0.119601018508932,0.10467267039900918
46,0.0384749526491579,0.5010454825181972,0.2511803392925663,0.06309156284712872,0.038924752097570625
47,0.034306348342630355,0.6339933610555588,0.2549189948445502,0.06498369393255582,0.06104485600133236
48,-0.05407638219757982,0.5724687036284645,0.11080430107078507,0.01227759313578518,-0.030951335188502682
49,-0.654954498572311,0.8610142878385251,-0.15434109661499534,0.023821174104319328,-0.19245999117724355
50,0.08116471067258313,0.3974068602927423,0.33955338995391404,0.11529650462919482,0.0968051575994241
51,-0.38076424591809044,0.5493250031480947,0.22988082131050253,0.05284519200639119,-0.15984566409386702
52,-0.46896887823235467,0.8408573234534152,-0.29410970692167354,0.08650051970555271,-0.21300117544596153
53,0.09793821583417628,0.5600841428364634,0.3145479424300053,0.09894040808694991,0.09795153126726153
54,0.054746195510075535,0.40646310706357563,0.4006400135214292,0.16051242043445096,0.15459373484563976
55,-0.0638258391417561,0.5120356211436106,0.20015836379682392,0.04006337059782171,0.02952272084672236
56,-0.016840804449262503,0.577226229032887,0.28071018870938935,0.07879821004526098,0.06999356926196365
57,-0.14745086150971298,0.7135909925419905,0.18925259752496842,0.035816545669947686,0.035812947439628706
58,-0.16969237488932398,0.7585165822385294,0.1768303871140828,0.03126898580691638,0.03126716702054655
59,0.14844606593680443,0.4308710843125261,0.41263142721642143,0.1702646947266609,0.16488125795758268
60,-0.09493014706977432,0.7262176173598388,0.3667664440728571,0.1345176244978482,0.12009296497042388
