Metric,Mean,StdDev
R2,-0.17857167961202794,0.5120055166389924
RMSE,0.6305189460818766,0.11682088694510168
Pearson_r,0.18535811687439507,0.20562152862639535
Pearson_r2,0.07621504239553087,0.07845415745997844
ExplainedVariance,-0.009586010715552835,0.17573344150054346
