Metric,Mean,StdDev
R2,-0.19796685739409767,0.5205034883738322
RMSE,0.6347251270192351,0.13216982566749422
Pearson_r,0.2580914140257349,0.2781070104889365
Pearson_r2,0.1431812521840658,0.13731100496605034
ExplainedVariance,-0.011491088813723446,0.2628002770908239
