Metric,Mean,StdDev
R2,-0.3779471092265488,0.4511824987325273
RMSE,0.6741211573109447,0.09658342863564078
Pearson_r,-0.012263215441618314,0.26023531807614947
Pearson_r2,0.0671955830194203,0.08075959119154041
ExplainedVariance,-0.1959527198203081,0.3350834306877564
