Split,R2,RMSE,Pearson_r,Pearson_r2,ExplainedVariance
1,-0.2513468562462473,0.7882640995779201,0.1253944872326349,0.015723777428335438,0.011757780880684243
2,-0.4358555168330258,0.6699406554977866,-0.05115602900097036,0.0026169393031481207,-0.40841633380419307
3,-0.5815086191111469,0.6720474462414826,-0.3612606353038192,0.13050924662011906,-0.4016330752859356
4,-0.3889561554160663,0.548204478332954,0.16116999996714315,0.025975768889408925,-0.04688465447801882
5,-0.12680338400732372,0.5218165925824199,-0.02112306440265399,0.00044618384975866817,-0.11566943392989093
6,-0.5378393179957557,0.7217248242151489,0.1777349775902911,0.031589722259021284,0.003838529106958255
7,-1.4915684662136632,0.8217797197468162,-0.5262195118278626,0.27690697462835406,-0.7549116545978107
8,-0.17070906447303713,0.7669879962081868,-0.36737310625395025,0.13496299919867621,-0.09861015769426396
9,-0.14388411838901338,0.63922911956695,-0.044753396149354724,0.0020028664669010784,-0.1401437181730023
10,-0.044874310888822766,0.5518982574676943,0.26677451126637125,0.07116863986141124,-0.04265953001577438
11,-0.1974786733808509,0.6081085819218808,0.01774924774695414,0.0003150357955827566,-0.12774327639143146
12,-0.10551519408949495,0.710916216461196,0.009348980937272905,8.740344456549217e-05,-0.09095577248255982
13,-1.17425926478886,0.5919554742613025,-0.13207938133870495,0.017444962974815043,-1.0879216794616546
14,-0.2204377111801452,0.6434612066888232,0.2031178862463599,0.0412568757131892,0.015153947892855513
15,-0.022111054664973873,0.6553380524601831,0.16182696828198884,0.02618796766333982,0.015288157350597631
16,-0.8197298229532697,0.8113381134270575,-0.06264075154302555,0.0039238637538750575,-0.10062528301020213
17,-2.4084536235624565,0.6268594255618126,-0.19187770560662737,0.03681705390886356,-1.5790965739975853
18,-0.34920766774261613,0.6007813606915571,-0.04039951581943335,0.0016321208784446457,-0.1682425351814405
19,-0.5434236740408362,0.66382550728668,0.024914420902926865,0.000620728368928199,-0.30488842764341006
20,-0.33421312390732094,0.7996126638866277,-0.2775963301229963,0.07705972249775553,-0.27849082702381844
21,0.04550757372762859,0.640818939176455,0.49056906853264437,0.24065801100098633,0.14909651122349266
22,-0.2064940467138039,0.6971101357965996,-0.10268657634112036,0.010544532960660739,-0.15460007575834278
23,-0.31299104846197556,0.8290747569326619,0.2689912356028974,0.07235628483117346,0.06403963280981706
24,-0.490062325278497,0.6798980012218006,-0.04160651675693826,0.001731102236645384,-0.3058531077597366
25,-0.17793367138800908,0.7211071151909604,0.03128381376470073,0.0009786770036644787,-0.06263590147895304
26,0.029190114996902272,0.6988756982295345,0.1981692348702968,0.03927104564907886,0.031154091438390763
27,-0.2725692016681842,0.6373418750995932,-0.06841069204349319,0.004680022785869663,-0.12885224508363913
28,0.07541598612140932,0.49205851682648033,0.33124866406945574,0.10972567744779914,0.09775247018428002
29,-0.15655006691755813,0.5405382121211861,0.28478144327920496,0.08110047043618704,-0.03349801609361158
