Metric,Mean,StdDev
R2,-0.35062878523151314,0.4074369865437755
RMSE,0.6688136422683167,0.09434527340082004
Pearson_r,-0.005740177137429835,0.2540207449171809
Pearson_r2,0.06391422309336578,0.0772830301611442
ExplainedVariance,-0.1730052348263791,0.30030210726649914
