Split,Molecular Weight (MW),CharVol (characteristic volume),Flexibility (number of rotatable bonds / number of bonds),Number of Heavy Atoms (HA),RingAtoms,Halogens,HeteroAtoms,RotBonds (NRotB),AllBonds,RingCount,NumStereo,Fraction of sp3 Carbon Atoms (FSP3),Hydrogen Bond Donors (HBD),Hydrogen Bond Acceptors (HBA),cLogD^7.4,Topological polar surface area (TPSA),Total non-polar surface area (TNSA),Ensemble_Average_PSA_Chloroform_ANI,Ensemble_Average_Num_IMHB_Chloroform_ANI,Ensemble_Average_RadiusOfGyration_Chloroform_ANI
21,0.004860801379989366,0.003920855517810106,0.0056064280286257095,0.004189969250431613,0.0393005311377604,-0.002071182326273824,0.008758710191367558,0.00889093805691571,0.005790580095463483,0.04744266933309886,0.03651787432694174,0.0005389225951407228,-0.00817012076179413,0.019618165249579954,0.0027711337704176995,0.017002850232558542,0.0005985440607849002,0.010893191788753764,-0.04000249229043442,0.00045911449430199316
22,-0.02700768671826024,-0.018232814043537448,-0.021583275571145033,-0.03444200741775201,0.014487112382308088,-0.043691388961613044,-0.03256729927657298,-0.037839985735930434,-0.041774494209553106,0.011332788653845838,-0.045445503716072325,-0.011847886517659733,-0.0088604537749434,-0.03696863359061124,-0.008696313576821258,-0.011617295482439971,-0.018565510292619946,-0.008709228396460888,0.005655220286867313,0.0012010789246052367
23,0.003322261232121093,0.003827300433119829,0.008863696030288803,0.007247108126726643,0.013038009676489692,-0.00047008272287984987,-0.00010304377916381391,0.006187359760869748,0.0018820591341752735,-0.003935897115273268,0.001713139513259665,0.011010681029728176,-0.02918791299446828,-0.0017710557078132628,0.016136287846586918,-0.006706177742634223,0.019130513651715298,0.02344684152632017,-0.01803896943393073,-0.02983801855939907
24,0.0056784505267121425,0.0035446764125592447,-0.07029315392034927,0.011831976889737361,-0.06386456627738504,-0.04940406402767159,0.004998037936737543,-0.038448193544059615,0.013213883523964975,-0.0777109366861437,-0.023763304982105816,-0.02782551988093085,0.0027058954897472677,0.025326940927455865,-0.011524835304231717,0.019366834993522763,0.0029160505217375567,-0.07650885425967195,0.024739844287741963,-0.03290633191056116
25,-0.003163904448153998,-1.0769915276531705e-05,-0.023185497781103258,-0.003375951737927552,-0.004287336468486669,-0.01935317852167786,-0.025176143372108252,-0.00864119861839847,-0.0026748897849593776,-0.009238854494309478,0.006297234441785449,0.06080943952394828,-0.013073730652544868,-0.0021621358339185327,-0.03381834200794298,-0.008763250066806649,-0.0018445199520944477,-0.00686162998709936,0.009563746561342002,0.005683744699884352
26,-0.0029050919471958147,-0.004670622356359499,-0.016351227930519872,-0.001406969965748972,0.007974071624647893,0.05840535004414201,0.009284704548148637,-0.016922485985998513,-0.001959669064962077,0.004397748997848272,0.03961461500047105,0.07363331401915828,-0.013113035046348854,-0.027260583527928095,-0.004676274533897673,0.00316764604966987,-5.904362179596223e-05,0.007560117962093804,0.019351053149515296,-0.0025518425288660663
27,0.0022957579105584935,0.006859229785814258,0.005414347001389141,0.012134308922296656,-0.016243316966463327,-0.0006772471791395063,0.002431028792899048,0.00982628976074531,0.011473904477981578,-0.013346426741329954,-0.04722473783692442,-0.033475295394972224,0.006689224206592459,-0.01375392498522372,-0.00358563975630295,0.007609048064885271,-0.01625871494253226,0.04256436970753539,0.04163026329552657,-0.00016842917388653066
28,0.024805322592131463,0.023211307410124293,0.06899443286367693,0.01851169414793049,0.020206789358815303,0.003300466994243678,0.0012092380559277083,0.04867788702561561,0.018899729776065778,0.009772473110637914,0.002238759594947848,0.0745861859891842,0.010183936381103908,0.00992863893459529,0.04052263364849147,0.011785174522494302,0.033248943577380986,0.014090419927017673,0.020717375902398548,0.015059472022121722
29,0.01067254213460087,0.013438988237234394,0.006013201064820062,0.0034768661671230605,-0.04113469623407123,-0.07497530932155155,-0.02482028305131532,-0.00844075706741949,-0.0010591848686131277,-0.07106031546335002,0.053726757435658044,0.01586611319270379,-0.018099776757206386,-0.01792962335492112,0.03199063736256689,-0.014121281529371333,0.02242068832820432,0.051833437556466876,-0.039940763637179334,0.0035508909400388867
30,-0.013708784685452956,-0.013320709853263302,-0.0002267072459003039,-0.015283175573983376,-0.0072009437169645585,0.0045790852068555155,-0.002291013008168119,-0.0030915862460887955,-0.016607815775827796,-0.0012519496615691406,-0.016646285173974585,0.036171704943233005,-0.015183280544868394,0.003747304663106921,-0.009740256331664643,0.009326635313107845,-0.006554574762748932,-0.017666061437561654,0.01101678850131228,0.0026438426321376716
31,-0.05032730473206357,-0.04642506675644771,-0.03500395663056797,-0.05249163133409063,-0.08012693155912594,-0.06042009048913297,-0.035574564181566834,-0.04189056204022366,-0.050361399495865065,-0.0746463441006973,0.011502718618267571,-0.013809636430814986,0.024916123513013578,-0.026504202712607138,-0.07931727207428496,-0.050245425453611256,-0.03069792918371721,0.01882072202787253,-0.03171484486180367,-0.0013069857978198485
32,-0.0539637652275952,-0.07016317287963,-0.09773091587645422,-0.05023868581785711,-0.06207984783499496,-0.005079605832818612,-0.0183458925822789,-0.0896248729547074,-0.049340821881942956,-0.07017100032092934,0.09217544545791198,-0.051660398484743485,-0.14852338624482792,-0.03540729262018747,-0.1529688950171792,-0.04071530609374947,-0.06734542591418194,-0.219233289092426,-0.11344317103772672,-0.008334378203331516
33,-0.0024648934923539034,0.0007045671621785266,0.0030973066444841767,-0.0017218845281490758,-0.006244031456156795,0.0026944555429560422,-0.0024444329968746235,0.0007257728327090928,-0.002271547174107713,-0.004691045976353436,-0.008039543560564643,0.0605635553971813,-0.013234512593896852,0.0030520627244958964,-0.014784182554598013,0.004917563027003147,-0.0015617051857554243,-0.04887387420798757,-0.0220230492705209,0.003133244954990966
34,-0.04703240205085772,-0.024388938595950836,-0.032166773095189914,-0.0374612151995559,-0.05793087146827358,-0.2656084109009932,-0.11766013165688946,-0.03615895212472471,-0.027853178339451,-0.05574662618877106,-0.023809897647661817,-0.0008751442784729946,-0.04923077495395654,-0.007324321554154278,-0.02296067375840658,-0.04255066355393507,0.006164721137498885,0.009031984129558102,-0.03802858239788813,-0.01460474486921597
35,-0.053744022890636865,-0.047847094445194326,-0.10745487770200948,-0.048376474312456265,-0.11964415669507882,-0.03944662368051326,-0.11501499200783487,-0.10690062540982222,-0.041706387112280696,-0.08458625856904174,-0.02948256476532869,-0.05059818079352594,-0.18941115824391025,-0.06400201044447976,-0.05221291087286506,-0.20587019710265092,-0.024290130048431967,-0.0640243855037809,-0.016486330606018184,0.04980536002267329
36,-0.22492020181938707,-0.2193732595153451,-0.08913197936467969,-0.2620958805787111,-0.22181424299822652,-0.06765188360743928,-0.24235803635080724,-0.11896928142605123,-0.2605296330889057,-0.22388952005580628,-0.04760766504905214,-0.07473859917340589,-0.0689589230990526,-0.08582383813353392,-0.12147636781531493,-0.10363928630516413,-0.21777856318490763,-0.06981664700830803,0.025306344282942782,-0.1946510389729088
37,0.0010391229119528056,-0.005226010589337404,-0.00488207554363187,0.0022878602003715276,-0.01358306398649518,-0.025256704912644846,0.007101171290869401,0.0055862235678760365,0.002076380354021401,-0.015708608277845305,-0.036748659755030166,-0.05486366639186071,-0.006475835348171488,0.024993747431026204,-0.02376372519052796,0.004437039175877034,-0.007537802185399079,-0.04379884014470372,-0.016805336562170047,-0.0033956068664020345
38,-0.04336065367152486,-0.034131289378020034,-0.012484713269901549,-0.05091948371189934,-0.10973589762240032,-0.08370992025607446,-0.05622635877794269,-0.02786966578331098,-0.04947037140768984,-0.10525918495022288,-0.015459713181427115,-0.003688266951103114,-0.05061883815751049,-0.12339506514165277,-0.004947673785816309,-0.047575200732108434,-0.02228156420518197,0.0033206438164079754,-0.09844437920354439,-0.015674289797576214
39,-0.061915484249853714,-0.06396416226592497,-0.03388867403825509,-0.04863404668210276,-0.052605852523031314,-0.006807773200617562,-0.0306258007941423,-0.012633159816708161,-0.060042539745255266,-0.0871527568577564,-0.11193123990118933,0.010306510204076913,-0.012579316647446359,-0.02453482675176939,-0.09928028765613912,0.03481679551126808,-0.07062200969905257,-0.011481239372221185,-0.06535637711967981,-0.026101092469186682
40,0.0012148105339090166,0.0005490793955949203,0.07103197869258236,0.0021600930046635327,0.049511900440030565,0.0056395362756704315,0.011639843200323541,0.03604997156910533,0.002199920095172503,0.06901352413555312,0.01961713389867804,0.02349937755513156,0.02298524766147463,0.021527892005240534,-0.01097821958792361,0.01270160102937513,-0.0028371080835415618,-0.01355634588214788,0.008338040520942624,0.04919231494612314
41,-0.005773220970312143,-0.01707249512146024,0.005290373164368667,-0.008299488553229572,0.03179908420560741,0.08175794326012749,0.019136468137978657,0.0014199682143838043,-0.012409637937170514,0.033862097398205636,-0.01914595953987428,0.013821546495150949,-0.03684401781864355,0.001997733760382858,0.007332288477522142,-0.015497376164163735,-0.001594212631142411,-0.038360820963404076,-0.022718026500986154,0.01408677842300301
42,0.0070050962121328995,0.007983443880983643,0.00847701177575233,0.004288567821037925,0.02163602244428464,-0.015899190540747177,-0.004595616114413925,0.011338296104372892,5.780713610081811e-05,0.016822018040440645,-0.00978894402566769,0.004618341690431726,-0.027946441986487658,0.004434759513207265,0.01862370169005394,0.020516545490115445,0.022252697213247474,0.06928637324346246,-0.06885941188582766,0.011828265617439281
43,-0.012197914010538824,-0.0023457012124511677,-0.0248783708761555,-0.012808783939854828,-0.05797635759487709,0.010409096436172804,-0.0308254149595927,-0.017102531313748327,-0.012048687129433721,-0.045393636164270654,-0.05013575167366857,-0.0085819651741188,-0.04451843979374213,-0.05105252256174071,-0.0014573255494831905,-0.09281225839906479,-0.0041742982106117935,-0.02542919103594201,0.008698564722731917,0.00883261588668427
44,-0.0031794533152860404,-0.0011464552264589978,0.02431477494419452,-0.003126410821160741,-0.008091693588758542,-0.00331881899602795,-0.011683874066351319,-0.003997873423500708,-0.002810818169998708,-0.005221990193261661,0.025634319771817782,0.006342768638504981,-0.006730328753473324,-0.010389112195366045,-0.0027339867628207726,-0.005962727604211504,0.0027394803226722386,-0.016949317929604635,-0.023918268221997142,-0.014870370583828197
45,0.0009346020491622032,-0.0013452864434778445,-0.04252805025797102,-0.0027130075376152083,-0.02456589924654402,0.022792956341992722,0.006415634547591575,-0.024313244801688373,-0.0028997865855849626,-0.03182561243273396,0.011142108948461038,-0.05399810711582549,-0.016784505940195447,-0.027237943023475618,-0.01303197122756412,-0.014166014857634024,-0.0026403335135177564,0.02812741104913403,-0.012063660788758025,-0.010834494161586328
46,-0.000860560610981187,0.0006661125585243121,0.008046113707429137,-0.0022320010909362862,-0.002962021297237949,-0.017377074940341443,-0.01166213507571876,-0.0010252259092409677,-0.0024795823564381482,-0.012795181913672992,-0.02816526883295296,0.002821834684613278,-0.0011448587439871981,-0.0015541550990064267,-0.0011141503437066991,-0.007167347399430679,0.0022965622366696303,0.09554525248684072,-0.004608948849705063,0.0014634291027533664
47,-0.16326830451138138,-0.152258258156798,-0.014638379463179807,-0.16679718924053286,-0.07585548795809834,-0.12799063922641346,-0.08336138654515746,-0.03917886722088826,-0.17172260847432905,-0.06161405425973754,-0.02676141784354822,-0.08473918047904053,-0.04512630997323088,-0.011640149097623943,-0.02514428692694992,-0.008970999071570774,-0.17992037118180354,0.008986048655440903,-0.11327341239298779,-0.0215959646176342
48,-0.03434881337412767,-0.03988483249794099,-0.013071248312299532,-0.021230897863926602,0.0017983275440503377,0.03684186763886728,0.0022828326147960043,-0.022173028733739143,-0.022364911983766823,0.00620104889887072,-0.020797388882802626,-0.055574810653435947,0.035561743169790785,-0.004742951401373219,-0.009900993506447109,0.037712496259110107,0.009784854295677792,-0.01884949253104673,-0.005702538660101375,0.002143523508197709
49,-0.030318825582409458,-0.01750376981821371,0.01356542293084464,-0.025675549641883632,-0.09635904237062301,-0.09860445095586831,-0.042284070244794324,-0.0017517103910974718,-0.023659647467824008,-0.0984447372413448,-0.009664999632934346,0.048867039020096745,-0.024745431593165158,-0.03601649836752339,-0.01111058696954026,-0.0378566520747486,-0.012442752139849245,-0.015053571525331955,-0.04085224429236378,-0.025165663860489174
50,0.0016398786193796532,0.0026442768646835146,-0.0009154121164745898,-0.001387469728217594,0.0016963688552738443,-0.004510709746737951,0.003205398895542777,-0.0023949284294913385,-0.0020383863859469,-0.005343336747618421,0.10605701432619763,-0.0011150432532293086,0.008653161287480537,-0.0061894961947638,0.018391501803993314,0.0016916831218021678,0.008975939686263246,0.10225125896497274,-0.0017155332679502644,0.007152323971778019
51,0.0038661306552809638,-0.004321845984773054,0.013657018849768466,0.007419855605046455,-0.017417702609343277,0.021384054083094094,0.026726881489008102,0.02352970602883784,0.003141694443259224,-0.03875513360032279,0.02068439973815277,-0.009146283212495287,0.027604648841569546,0.015819943847641894,-0.06394464232221084,-0.01006035176198523,-0.01890262601094044,-0.06853452639009358,-0.04521718167179345,-0.004358708016110424
52,-0.056392943981825996,-0.058951971633733315,-0.05717785671981597,-0.06008328446627609,0.003588348438905409,-0.0312636569523395,-0.04544953113179764,-0.06267658113578252,-0.04631027345533727,-0.0003928849800078682,-0.008949619852679436,-0.02499523965867221,-0.0092321532006018,-0.005546830803688429,-0.06680223008595584,-0.02213854936262436,-0.059432489166893435,-0.04653557098334578,-0.029374717742095924,-0.035506233465380156
53,-0.007556423758119024,-0.004567118397272663,-0.007701601022585103,-0.002792760678745587,0.01296125326046924,-0.017448951087426813,-0.023799932505547593,-0.008151225032338383,-0.0031759734124306104,0.01669982816458131,0.03561372419630184,-0.010263047593017615,-0.06908230944638387,-0.00708038279514509,0.006434417049628371,-6.046377000168413e-06,0.006046814511867793,0.006669028070523386,-0.0330430053749922,-0.006773400391562334
54,-0.01586454209339263,-0.012353660561053803,-0.004591996227525774,-0.0070672216085221114,0.018121083814401296,0.014773685085331967,-0.00983549575443301,-0.019454939916891022,-0.005139892076279051,0.0008795847469875939,-0.028588963242043387,-0.016742707297587665,-0.006854094097807661,-0.06630861592379966,-0.01062186003701302,0.0052718364224221045,-0.003086891787355195,-0.006433704623474723,-0.08830108585341068,-0.016216434290007097
55,-0.05744649851744536,-0.047084190012894836,-0.02537287108671089,-0.05042305089050607,-0.009491890212242327,-0.1344988907064057,-0.08807584251574826,-0.0542448465426534,-0.049092891068201513,-0.02172774975249725,0.1616523681577568,-0.03047611480640424,-0.06347913528841276,-0.08754546844165831,-0.060079943131152634,-0.07038157355862426,-0.02595826328327091,-0.01577348519757542,-0.08237698246709084,-0.018008390713283372
56,-0.11589983340494636,-0.1019538342426842,-0.10313027599289108,-0.1196799302366921,-0.06689873980628733,-0.21075912100084518,-0.15531939229977215,-0.14493314746437316,-0.11465525278837181,-0.0659800045188117,0.05527559845107497,-0.12593072381420742,0.007248617821026082,-0.4152346898849412,-0.061968585473517954,-0.18117717403414274,-0.07234339565139872,-0.06251741391345098,-0.16917763156325744,-0.028301971419581594
57,-0.009415007527372787,-0.0057848630020308715,0.009005216957707219,-0.009558601011037515,0.08280378223556939,0.053831378991367584,-0.04497894588052004,-0.010344151959778202,-0.007243892938245522,0.08080199176926069,-0.010938123754199492,0.018037402695294323,-0.07296788994259744,-0.04746844546629676,0.016329251967683377,-0.05004847532174792,-0.0011777565089537312,0.004253544197551329,-0.006673947069853181,0.026358854817472688
58,-0.010348166310303275,-0.0035500339391959955,-0.02045451006700836,-0.005092354529323839,-0.00428508392648006,-0.007630042793511571,-0.016950094649761938,-0.02607150306646877,-0.003694747892253458,-0.0032571889651554107,0.016765098568053794,0.03287145188558267,0.009491634965915452,-0.007850312742730292,0.001662557930996278,0.02269222745353685,0.0015569234027777213,0.004402795124121029,-0.03920540531995938,-0.02958265419304216
59,0.01909495432335224,0.015556151510708128,-0.023633864534994276,0.018695784930157687,-0.01627081496045648,0.10193948635342027,0.06076415007433304,0.0004885002638314262,0.01890839988904338,-0.005509608259426302,0.009033034582908207,0.0030980675007332035,0.005405083418123647,0.13017048519337457,0.010464445257700229,0.03092852881188768,0.009237247384737435,0.05556323783926862,0.0686058194330971,-0.01151339003993752
60,-0.0012597608291445405,0.0010390963238466222,0.01451337337723806,-0.003157193353582821,0.014123538562566419,-0.01268141711284727,-0.012233587268613566,0.008414062305478054,-0.0016890966283340746,0.016931272249282814,0.01090408851659661,0.03553138738610193,0.022318588909741498,-0.006637705791947379,-0.0057811777868264965,-0.010249472260055393,0.0026873284183999368,0.02034265563248481,0.003780105472616668,0.032134344575898775
61,0.011185788411589237,0.007294864362800002,0.11341351768584192,0.006702797149257145,-0.014166284206345737,0.09656659731499148,0.05445308533230127,0.06332674078589781,0.009589593853400458,0.010347123199526709,0.114825440373312,0.027058856220434357,0.02174305152362168,0.24273648379351975,0.07457231565626543,0.15169036375333572,0.019786556556771397,0.03187803120204724,-0.01284972353238516,0.03585899024676285
62,0.013470787325030698,0.01221550679176181,0.030029770058491646,0.016915178795109065,1.1899562630024451e-05,-0.002136952788101798,0.005249237054085321,0.014657332253221356,0.017557966948583036,0.004221415898238723,0.008605542475922757,-0.01689762865431659,0.0720010217508256,0.004739216262422863,0.009865908494922193,0.0012722890580931345,0.003177605095923475,0.002739124870387244,-0.021581993158703083,0.039839246150955666
63,-0.20326186702042967,-0.17001031345547477,0.018922108610239862,-0.1685528137244396,-0.055307257455296056,-0.04625389424678892,-0.10097463316051962,-0.05892793083146604,-0.17642800827252617,-0.08356806344535357,-0.10283167261803142,-0.029633868739995607,-0.030991102885344256,-0.0493644984668574,-0.3590505379462806,-0.03458445577716392,-0.173044044078071,-0.05816586450960544,-0.06766260585103226,-0.030760053404601927
64,-0.15097727292212224,-0.17480773475180106,-0.08176079178086955,-0.1506930594889012,-0.11011247109182346,0.18408716374920348,-0.07703941705164538,-0.08699084039414248,-0.14315786467981922,-0.04308319012643298,0.026489600812261836,-0.0335484502490901,-0.3253878851269727,-0.05511646893385147,-0.08566612600789095,-0.05039708987737379,-0.1275349327855257,-0.1127853254391106,0.13351640399223436,-0.04524123387221537
65,0.004983183689821891,0.00416596537797691,-0.02561026579829757,0.007073197146163968,-0.0010798336981554524,-0.0066090262055849445,-0.02537703938973237,-0.00988689310238371,0.005583702262667023,-0.004516627544160712,-0.07343209393543755,0.005258437425934614,0.006483270061386959,-0.02502862307363398,-0.004467975722561102,-0.026846385154150477,-0.005527254601330389,-0.09504682960790176,-0.0244666504742584,0.009167696610126442
66,-0.0032113731885612838,-0.008528299573005138,-0.015755752667541346,-0.0021341581559861213,-0.024633348414446376,0.03538311551324171,0.0065510768568195045,-0.005643923889704916,-0.003651127388799913,-0.031950328466270904,-0.055107881836256256,-0.01197780630899603,-0.05181686189407375,0.005971255034644574,-0.00837946610129261,-0.016602314208121305,-0.005636119163921771,-0.039728670903081055,-0.02379691896461631,-0.013620479230417693
