Metric,Mean,StdDev
R2,0.11324797033420804,0.3161291322763006
RMSE,0.5473396654672906,0.1121752425288067
Pearson_r,0.5265407024205365,0.20765985721136482
Pearson_r2,0.319936501439586,0.1760985894368463
ExplainedVariance,0.24645039055810009,0.20806601999680482
