Metric,Mean,StdDev
R2,-1.2759173112935533,1.4831205141197628
RMSE,0.8288290802383613,0.19587039589992145
Pearson_r,0.007279356556454445,0.25609604947363557
Pearson_r2,0.06498232372231877,0.08411888626464117
ExplainedVariance,-0.916485513232936,1.1006414919649734
