Metric,Mean,StdDev
R2,0.024913888965017773,0.40873990247088626
RMSE,0.5747304775728969,0.13226447096383717
Pearson_r,0.43593529704513434,0.27032904328021173
Pearson_r2,0.26238659693421623,0.18455950916253971
ExplainedVariance,0.16652468490772573,0.24962417815967863
