Conformation_ID,Num_IMHB,IMHB_Pairs
1,1,"[(70, 59)]"
2,1,"[(70, 59)]"
3,1,"[(70, 59)]"
4,1,"[(70, 59)]"
5,1,"[(70, 59)]"
6,1,"[(70, 59)]"
7,1,"[(70, 59)]"
8,1,"[(70, 59)]"
9,1,"[(70, 59)]"
10,1,"[(70, 59)]"
11,1,"[(70, 59)]"
12,1,"[(70, 59)]"
13,1,"[(70, 59)]"
14,1,"[(70, 59)]"
15,1,"[(70, 59)]"
