Conformation_ID,PSA
1,277.50
2,276.90
3,279.31
4,279.96
5,283.92
6,285.90
7,293.65
8,297.18
9,302.50
10,305.90
11,306.36
12,306.14
13,309.56
14,305.91
15,305.59
