Metric,Mean,StdDev
R2,-0.0015890747670160332,0.4213759911143687
RMSE,0.5758896770442854,0.10739305770366585
Pearson_r,0.4741193693391594,0.18181193681607657
Pearson_r2,0.2575142009476872,0.15956568250130687
ExplainedVariance,0.17210704525186796,0.20809762873603183
