Split,Ensemble_Average_PSA_Chloroform_ANI,Ensemble_Average_Num_IMHB_Chloroform_ANI,Ensemble_Average_RadiusOfGyration_Chloroform_ANI
1,0.3495280329082548,-0.10086793118500151,0.45495070060642034
2,0.013600561246813725,-0.027178610362480683,0.03958827618973211
3,0.06950389986320256,0.018670059044152355,0.049534194353659425
4,0.13168520777448203,0.1411712290642771,0.5074558868414785
5,-0.030701116815050434,-0.545446893485396,0.02580441792452537
6,0.21206430465483797,-0.3761776622796821,0.10297803239582652
7,0.12602980072931214,0.04967128047364509,0.1921727383697971
8,0.03171032839820198,-0.07460954674683165,0.2446604886552734
9,0.01992794269914828,0.02228264355683134,0.27144951495242886
10,-0.34949315397425795,-0.43385005270569044,0.3592295887455921
11,0.1830047892343767,0.07250629195855657,0.3166174725832743
12,0.17405980348120337,0.022061517308661294,0.239606782871728
13,0.06398949289233273,-0.051897140741318994,0.20365308561306533
14,0.009982605220710105,-0.1322262260171378,0.5614205204874321
15,-0.14892298764593095,-0.18483901798562144,0.20679597119273496
16,0.16213959757372023,0.02310661785282333,0.18390904922941687
17,0.021448409910049204,0.0758821205534963,0.08885402030329884
18,0.15438146815521805,-0.004578297966828826,0.26801916015976873
19,0.025988603453635673,-0.04503888548323539,0.4043522651660651
20,0.36206964466775426,-0.03926707588161722,0.28133742834460795
21,0.06949545187611528,-0.06434007549332085,0.1277101725752468
22,0.13343817247859954,0.06174298229561699,0.03928638770045103
23,-0.0483439816697697,-0.07792441837940853,-0.027055183776208303
24,-0.04084541535400864,0.0016967261897255948,0.23979595924449995
25,-0.08221248252960464,-0.0952190064968794,0.20980136291736065
26,0.02300490851639906,-0.13515278225364685,0.2410247871284427
27,0.0768529684514306,-0.05657451554736566,0.23582199932315712
28,-0.008136994831561873,-0.05694842978511074,0.015679478945107517
29,0.19835405441615234,0.14452579675290195,0.29140465686846245
30,0.12782822618272238,0.017515398750318455,0.3065209589978807
31,0.08594511617648501,0.0009094597540932004,0.18418121672293966
32,0.03106925904277096,-0.031003360058827024,-0.2227608739381915
33,-0.05201233448120046,0.004951744123173629,0.30007831127050555
34,0.2268629840350128,0.1226830763149317,0.3333831297475864
35,0.05709130561826007,-0.023588301315037207,0.1415288706200823
36,0.017660762881351433,-0.0392547445460816,0.07861230649936593
37,0.13825617496185222,0.004088824768962829,0.21810709884720803
38,0.05032142925221703,-0.15997549729229488,0.34031819606962255
39,0.1840997066082794,-0.12533257647295587,0.2084462389400689
40,0.12856708107837014,-0.009019175990953476,0.10240470102614538
41,0.24981187732717408,-0.021758621131090904,0.20304797884563658
42,0.06176720873847723,0.10049133199829341,0.28183489941982715
43,0.25171554599568474,-0.10428508162956218,0.16675461515205306
44,0.03246288321177977,-0.029775262798552016,0.09271376968108304
45,0.09238468834373724,-0.003165457885663181,0.24233544403834
46,-0.07421372676872004,-0.30725793530618034,0.3653782552624884
47,0.0845309297742966,-0.04554336689814461,0.2516840250007045
48,-0.046869824879225516,-0.05768257611520593,0.1779371143415832
49,-0.0499572790175354,-0.1372708407126785,0.13166847558405503
50,-0.1412133030041693,-0.3665667767296911,0.5574176005734344
51,0.11036082353509394,-0.010134411217244631,0.2530760498514968
52,0.10259356442646432,0.042447981182945946,0.0032080737503079383
53,0.14323205219575919,-0.11342528724138137,0.26753012386150504
54,-0.06873149709734198,-0.15261382794717507,0.6300445753927155
55,0.22517912227158274,0.008064721042805511,0.11256864029596023
56,0.02567273011789638,-0.06628164811766693,0.30919010004687697
57,0.09358034808774043,-0.00016684413203638115,0.15424559708582564
58,0.08780936237776285,0.006179779081028925,0.24755510187536686
59,0.25620605570421634,-0.08220687117285777,0.40225359412701767
60,0.1050461511672521,0.010179642278873436,0.18366576894332823
61,0.45352621322663084,-0.09322866404400802,0.19616733576869896
62,0.06038841910398849,-0.004435217335380015,-0.006599048819489406
63,0.041870869015295756,-0.03365757788107062,0.2412847350493502
64,-0.008612326094487999,0.017714466496317305,0.16325918542869117
65,0.21714864786344706,0.043201425428040244,0.4028086084583549
66,0.16981026530831264,-0.05621958540595673,0.32111631510608696
67,0.11549361900587804,0.06600862700697376,0.3359766415937562
68,0.0008997478134157855,-0.03882762189493534,0.2669076891799992
69,0.12790072675588765,0.08231878526695424,-0.01833260283478553
