Split,Ensemble_Average_PSA_Chloroform_ANI,Ensemble_Average_Num_IMHB_Chloroform_ANI,Ensemble_Average_RadiusOfGyration_Chloroform_ANI
1,0.44617145954045173,0.002816465686395686,2.538697474401058
2,0.3217047908111107,-0.006603050236216312,2.679471014913994
3,0.006709901834091392,-0.04896311789455621,1.8095769050741577
4,0.08919619561696315,-0.01435533949471569,1.127747216968878
5,0.14269508128021297,0.03752897598189131,0.26150441745046477
6,0.3662622115205988,-0.07459704181054963,0.18236511462920996
7,-0.03160830250286445,-0.01650854137594344,1.305338113048719
8,-0.13629549907127508,0.06135580102199797,0.9342283780407022
9,0.01062085471722135,0.008726081173998956,0.6228478819092258
10,0.4394746326046223,-0.001637000462866256,2.5202613014828357
11,0.3362423436238954,0.001476042423027546,2.0368307269137764
12,0.3377947469176144,-0.022574826668359173,1.2917117821323838
13,-0.3604098089022024,-0.015724045305981416,0.36621019250482706
14,0.23008931751809275,-0.06471761003436033,2.4079931247763873
15,0.2799852910055761,-0.034203738963543076,2.5412224669592947
16,0.09450915998822236,0.012931804619453924,0.7953841667888367
17,0.02519902374951053,-0.04116643856836044,0.5296965421715087
18,-0.038891025200191345,-0.1723161854781275,1.365857375705394
19,0.013235845027376647,-0.03407808361027888,0.8235991346610883
20,0.573551894208633,-0.10595992534309587,1.9143636289818218
21,0.4616027396886101,-0.08063273459161042,0.15178267045947433
22,0.1445088404246313,0.02975397691205004,1.1377789113680943
23,0.0474805811418096,-0.19018519887210728,1.7453454854916164
24,0.25314119198187685,-0.0027779236846814715,2.9861558041378986
25,0.505312481151073,-0.012311237848848189,3.3108054122215465
26,0.05765088900298563,-0.01899453504917321,0.414501538754799
27,-0.021738201264348923,-0.04667619360684885,0.5765821024600387
28,0.12149391853643862,0.02355685888089688,1.9798540490960808
29,0.00870353750356001,0.017552284271864827,1.0768723693066657
30,0.03073917148381746,0.0010489730884318481,0.715814598525588
31,-0.031332932280085324,0.059018842357655046,0.43477788131664646
32,0.34435294546825074,-0.03640098927249112,3.0684567560040765
33,0.016813814648562596,0.008714500230088507,0.492789114730894
34,0.045259470592299754,-0.04689218474259773,1.5257771039395198
35,0.2885641265646026,-0.11430095727375034,3.303112140684415
36,0.24970801183091051,0.04514179188589096,2.831461386245088
37,0.10086142154375703,0.0327079439161152,1.2131085899505203
38,0.3144949159137349,0.013754129703023133,1.5815360908952933
39,0.6549514314094037,-0.11320987518458962,2.1576766715049795
40,0.019130160839012433,0.002997546585991917,1.6069053619502192
41,0.052961034543439936,0.002553681043658174,1.1941825370825905
42,0.03866349512272517,0.003887025648564202,0.606393002219536
43,0.1107488648208332,-0.01194931497818057,0.45620878208772425
44,0.3971204873468809,-0.0072175462576995475,2.408884250524438
45,0.07120428532043437,0.06331220883370717,1.383886469498235
46,0.12090652904667187,0.12862504358021107,1.8368712411365038
47,0.0749046955897739,0.06030711854984662,1.3692148973177296
48,0.00033760000661355873,-0.028918170397122488,0.6177992664327895
49,0.10025020113302081,-0.11863107769312135,2.562955459393362
50,0.2423605855781518,-0.03443038111458337,3.8098084837791775
51,0.062074331181046515,-0.014128242776780287,0.8366579361951441
52,0.09417207854652933,-0.011511089335153834,1.693719096627163
53,-0.017486145615994143,0.050068399809220565,1.1478546700602057
54,0.12146847389128138,0.050289980859300275,3.2163919566857233
55,0.1560849971045381,0.005418070297301692,0.29255049698555835
56,0.054003154985271806,0.058303197742432776,1.5566312037889702
57,0.2481858209685591,0.0421909080454556,3.2150230128482478
58,0.007950071465713682,-0.047371426788161565,0.893870967772215
59,0.3283344478678978,0.018881134425316116,2.2838145201824207
60,0.3489115816730879,-0.03261385757389975,1.8506297006807144
61,0.24885205052085943,0.047451458628682705,0.7160165137646048
62,0.7013227080413605,0.0029306850659907013,4.871017503488256
63,0.08081195581314797,-0.10346857716341322,1.3726948131018244
64,0.11579091211339843,0.022086998804834546,1.3016946976455042
65,0.08480153779117001,-0.0004903451978069184,1.2170894586447094
66,0.6355058750223067,-0.036175911747061064,1.4114318142277626
67,0.12207715250354374,0.01614703297375597,1.2538609211724707
68,0.4646944810946998,0.006658534566377439,2.58760357742794
69,0.20233055988311896,-0.028315647030973945,1.6309203478378584
70,-0.023215677611045604,-0.0818130079739488,0.8139351016225795
71,0.26126553461282587,-0.030935052148321884,1.4516847817152492
72,0.28604728913561767,-0.007540835777753041,0.27205395801345916
73,0.09446941263542441,-0.004796877695805157,0.466728748492437
74,1.055654844775135,-0.0513082856449026,4.403886236831593
75,0.04129493944490098,0.08138194727056557,1.3211310301044694
76,0.11844268623701618,-0.014135823428399419,1.99788702084991
77,-0.012135172881248945,-0.17405982875426654,3.0469018196491886
78,0.12132387457678702,-0.002360110514470082,1.7535454931061696
79,0.3350075889713367,-0.020628279156099792,2.5065792247472993
80,0.4994687123439995,-0.022485721250772906,2.2630399562656214
81,0.09176547284125751,0.04031936010480247,1.0600907146422733
82,0.09185372865995424,-0.029530127394202566,0.24648255152391263
83,0.275471660413915,-0.019971360396685144,0.5790811871318239
84,-0.057115706007440904,-0.11632975627813809,0.9971740001649716
85,0.365369476720624,-0.036535466618586934,4.324819982462748
86,0.051949753810761466,0.053871151475299625,0.7840164079383337
87,0.15580036911546197,0.0030853395030782218,0.9894394450945876
88,0.241760766862825,-0.0074263178785928695,3.3880338658448017
89,-0.1671891303104654,-0.14074544104480569,1.5915646704807513
90,1.004440513236686,-0.018650319601945985,3.039495776929319
91,0.08082108160911672,-0.013460450955943027,0.9722621047449989
92,0.10597197621391849,-0.026046956695642574,1.2946241725162866
