Metric,Mean,StdDev
R2,0.15799983904276169,0.33848366563872145
RMSE,0.5257254585092102,0.10242890416243663
Pearson_r,0.674609830190269,0.14206509828480313
Pearson_r2,0.4750790902185074,0.16583340043852274
ExplainedVariance,0.25463219455657665,0.2995506418197048
