Metric,Mean,StdDev
R2,-1.1343124027353453,1.275703329685617
RMSE,0.8080217969302095,0.174249848230533
Pearson_r,0.01766039805827647,0.25877003001832605
Pearson_r2,0.06660419881090529,0.09258094406493923
ExplainedVariance,-0.8383750634158269,1.0650310611296543
