Metric,Mean,StdDev
R2,-0.10873573899662534,0.46917429891697066
RMSE,0.6124041189545018,0.11488037599652402
Pearson_r,0.2681845474617215,0.20512099164419617
Pearson_r2,0.11357682649821575,0.09371787555858242
ExplainedVariance,0.04945434094929382,0.1615890145450339
